,snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
1490,22,18,Fill Data,28,Fill under Series 5,27,0.0,,
1491,22,18,Fill Data,29,Fill under Series 6,27,0.0,,
1492,22,18,Fill Data,30,Fill under Series 7,27,0.0,,
1493,22,18,Fill Data,31,Fill under Series 8,27,0.0,,
1494,22,18,Fill Data,32,Fill under Series 9,27,0.0,,
1495,22,18,Fill Data,33,Fill under Series 10,27,0.0,,
1496,22,18,Fill Data,23,Fill x,28,1000.0,,
1497,22,18,Fill Data,24,Fill under Series 1,28,200.782499,,
1498,22,18,Fill Data,25,Fill under Series 2,28,0.0,,
1499,22,18,Fill Data,26,Fill under Series 3,28,0.0,,
1500,22,18,Fill Data,27,Fill under Series 4,28,0.0,,
1501,22,18,Fill Data,28,Fill under Series 5,28,0.0,,
1502,22,18,Fill Data,29,Fill under Series 6,28,0.0,,
1503,22,18,Fill Data,30,Fill under Series 7,28,0.0,,
1504,22,18,Fill Data,31,Fill under Series 8,28,0.0,,
1505,22,18,Fill Data,32,Fill under Series 9,28,0.0,,
1506,22,18,Fill Data,33,Fill under Series 10,28,0.0,,
1507,22,18,Fill Data,23,Fill x,29,1000.0,,
1508,22,18,Fill Data,24,Fill under Series 1,29,45.82582872,,
1509,22,18,Fill Data,25,Fill under Series 2,29,0.0,,
1510,22,18,Fill Data,26,Fill under Series 3,29,0.0,,
1511,22,18,Fill Data,27,Fill under Series 4,29,0.0,,
1512,22,18,Fill Data,28,Fill under Series 5,29,0.0,,
1513,22,18,Fill Data,29,Fill under Series 6,29,0.0,,
1514,22,18,Fill Data,30,Fill under Series 7,29,0.0,,
1515,22,18,Fill Data,31,Fill under Series 8,29,0.0,,
1516,22,18,Fill Data,32,Fill under Series 9,29,0.0,,
1517,22,18,Fill Data,33,Fill under Series 10,29,0.0,,
1518,22,18,Fill Data,23,Fill x,30,1000.0,,
1519,22,18,Fill Data,24,Fill under Series 1,30,46.19089083,,
1520,22,18,Fill Data,25,Fill under Series 2,30,0.0,,
1521,22,18,Fill Data,26,Fill under Series 3,30,0.0,,
1522,22,18,Fill Data,27,Fill under Series 4,30,0.0,,
1523,22,18,Fill Data,28,Fill under Series 5,30,0.0,,
1524,22,18,Fill Data,29,Fill under Series 6,30,0.0,,
1525,22,18,Fill Data,30,Fill under Series 7,30,0.0,,
1526,22,18,Fill Data,31,Fill under Series 8,30,0.0,,
1527,22,18,Fill Data,32,Fill under Series 9,30,0.0,,
1528,22,18,Fill Data,33,Fill under Series 10,30,0.0,,
1529,22,18,Fill Data,23,Fill x,31,1000.0,,
1530,22,18,Fill Data,24,Fill under Series 1,31,46.59111881,,
1531,22,18,Fill Data,25,Fill under Series 2,31,0.0,,
1532,22,18,Fill Data,26,Fill under Series 3,31,0.0,,
1533,22,18,Fill Data,27,Fill under Series 4,31,0.0,,
1534,22,18,Fill Data,28,Fill under Series 5,31,0.0,,
1535,22,18,Fill Data,29,Fill under Series 6,31,0.0,,
1536,22,18,Fill Data,30,Fill under Series 7,31,0.0,,
1537,22,18,Fill Data,31,Fill under Series 8,31,0.0,,
1538,22,18,Fill Data,32,Fill under Series 9,31,0.0,,
1539,22,18,Fill Data,33,Fill under Series 10,31,0.0,,
1540,22,18,Fill Data,23,Fill x,32,1000.0,,
1541,22,18,Fill Data,24,Fill under Series 1,32,46.73237702,,
1542,22,18,Fill Data,25,Fill under Series 2,32,0.0,,
1543,22,18,Fill Data,26,Fill under Series 3,32,0.0,,
1544,22,18,Fill Data,27,Fill under Series 4,32,0.0,,
1545,22,18,Fill Data,28,Fill under Series 5,32,0.0,,
1546,22,18,Fill Data,29,Fill under Series 6,32,0.0,,
1547,22,18,Fill Data,30,Fill under Series 7,32,0.0,,
1548,22,18,Fill Data,31,Fill under Series 8,32,0.0,,
1549,22,18,Fill Data,32,Fill under Series 9,32,0.0,,
1550,22,18,Fill Data,33,Fill under Series 10,32,0.0,,
1551,22,18,Fill Data,23,Fill x,33,1000.0,,
1552,22,18,Fill Data,24,Fill under Series 1,33,47.50551135,,
1553,22,18,Fill Data,25,Fill under Series 2,33,0.0,,
1554,22,18,Fill Data,26,Fill under Series 3,33,0.0,,
1555,22,18,Fill Data,27,Fill under Series 4,33,0.0,,
1556,22,18,Fill Data,28,Fill under Series 5,33,0.0,,
1557,22,18,Fill Data,29,Fill under Series 6,33,0.0,,
1558,22,18,Fill Data,30,Fill under Series 7,33,0.0,,
1559,22,18,Fill Data,31,Fill under Series 8,33,0.0,,
1560,22,18,Fill Data,32,Fill under Series 9,33,0.0,,
1561,22,18,Fill Data,33,Fill under Series 10,33,0.0,,
1562,22,18,Fill Data,23,Fill x,34,1000.0,,
1563,22,18,Fill Data,24,Fill under Series 1,34,47.78133815,,
1564,22,18,Fill Data,25,Fill under Series 2,34,0.0,,
1565,22,18,Fill Data,26,Fill under Series 3,34,0.0,,
1566,22,18,Fill Data,27,Fill under Series 4,34,0.0,,
1567,22,18,Fill Data,28,Fill under Series 5,34,0.0,,
1568,22,18,Fill Data,29,Fill under Series 6,34,0.0,,
1569,22,18,Fill Data,30,Fill under Series 7,34,0.0,,
1570,22,18,Fill Data,31,Fill under Series 8,34,0.0,,
1571,22,18,Fill Data,32,Fill under Series 9,34,0.0,,
1572,22,18,Fill Data,33,Fill under Series 10,34,0.0,,
1573,22,18,Fill Data,23,Fill x,35,1000.0,,
1574,22,18,Fill Data,24,Fill under Series 1,35,0.0,,
1575,22,18,Fill Data,25,Fill under Series 2,35,48.37500407,,
1576,22,18,Fill Data,26,Fill under Series 3,35,0.0,,
1577,22,18,Fill Data,27,Fill under Series 4,35,0.0,,
1578,22,18,Fill Data,28,Fill under Series 5,35,0.0,,
1579,22,18,Fill Data,29,Fill under Series 6,35,0.0,,
1580,22,18,Fill Data,30,Fill under Series 7,35,0.0,,
1581,22,18,Fill Data,31,Fill under Series 8,35,0.0,,
1582,22,18,Fill Data,32,Fill under Series 9,35,0.0,,
1583,22,18,Fill Data,33,Fill under Series 10,35,0.0,,
1584,22,18,Fill Data,23,Fill x,36,1000.0,,
1585,22,18,Fill Data,24,Fill under Series 1,36,0.0,,
1586,22,18,Fill Data,25,Fill under Series 2,36,49.49918761,,
1587,22,18,Fill Data,26,Fill under Series 3,36,0.0,,
1588,22,18,Fill Data,27,Fill under Series 4,36,0.0,,
1589,22,18,Fill Data,28,Fill under Series 5,36,0.0,,
1590,22,18,Fill Data,29,Fill under Series 6,36,0.0,,
1591,22,18,Fill Data,30,Fill under Series 7,36,0.0,,
1592,22,18,Fill Data,31,Fill under Series 8,36,0.0,,
1593,22,18,Fill Data,32,Fill under Series 9,36,0.0,,
1594,22,18,Fill Data,33,Fill under Series 10,36,0.0,,
1595,22,18,Fill Data,23,Fill x,37,1000.0,,
1596,22,18,Fill Data,24,Fill under Series 1,37,49.66662188,,
1597,22,18,Fill Data,25,Fill under Series 2,37,0.0,,
1598,22,18,Fill Data,26,Fill under Series 3,37,0.0,,
1599,22,18,Fill Data,27,Fill under Series 4,37,0.0,,
1600,22,18,Fill Data,28,Fill under Series 5,37,0.0,,
1601,22,18,Fill Data,29,Fill under Series 6,37,0.0,,
1602,22,18,Fill Data,30,Fill under Series 7,37,0.0,,
1603,22,18,Fill Data,31,Fill under Series 8,37,0.0,,
1604,22,18,Fill Data,32,Fill under Series 9,37,0.0,,
1605,22,18,Fill Data,33,Fill under Series 10,37,0.0,,
1606,22,18,Fill Data,23,Fill x,38,1000.0,,
1607,22,18,Fill Data,24,Fill under Series 1,38,50.00286218,,
1608,22,18,Fill Data,25,Fill under Series 2,38,0.0,,
1609,22,18,Fill Data,26,Fill under Series 3,38,0.0,,
1610,22,18,Fill Data,27,Fill under Series 4,38,0.0,,
1611,22,18,Fill Data,28,Fill under Series 5,38,0.0,,
1612,22,18,Fill Data,29,Fill under Series 6,38,0.0,,
1613,22,18,Fill Data,30,Fill under Series 7,38,0.0,,
1614,22,18,Fill Data,31,Fill under Series 8,38,0.0,,
1615,22,18,Fill Data,32,Fill under Series 9,38,0.0,,
1616,22,18,Fill Data,33,Fill under Series 10,38,0.0,,
1617,22,18,Fill Data,23,Fill x,39,1000.0,,
1618,22,18,Fill Data,24,Fill under Series 1,39,0.0,,
1619,22,18,Fill Data,25,Fill under Series 2,39,50.00286218,,
1620,22,18,Fill Data,26,Fill under Series 3,39,0.0,,
1621,22,18,Fill Data,27,Fill under Series 4,39,0.0,,
1622,22,18,Fill Data,28,Fill under Series 5,39,0.0,,
1623,22,18,Fill Data,29,Fill under Series 6,39,0.0,,
1624,22,18,Fill Data,30,Fill under Series 7,39,0.0,,
1625,22,18,Fill Data,31,Fill under Series 8,39,0.0,,
1626,22,18,Fill Data,32,Fill under Series 9,39,0.0,,
1627,22,18,Fill Data,33,Fill under Series 10,39,0.0,,
1628,22,18,Fill Data,23,Fill x,40,1000.0,,
1629,22,18,Fill Data,24,Fill under Series 1,40,51.38632167,,
1630,22,18,Fill Data,25,Fill under Series 2,40,0.0,,
1631,22,18,Fill Data,26,Fill under Series 3,40,0.0,,
1632,22,18,Fill Data,27,Fill under Series 4,40,0.0,,
1633,22,18,Fill Data,28,Fill under Series 5,40,0.0,,
1634,22,18,Fill Data,29,Fill under Series 6,40,0.0,,
1635,22,18,Fill Data,30,Fill under Series 7,40,0.0,,
1636,22,18,Fill Data,31,Fill under Series 8,40,0.0,,
1637,22,18,Fill Data,32,Fill under Series 9,40,0.0,,
1638,22,18,Fill Data,33,Fill under Series 10,40,0.0,,
1639,22,18,Fill Data,23,Fill x,41,1000.0,,
1640,22,18,Fill Data,24,Fill under Series 1,41,0.0,,
1641,22,18,Fill Data,25,Fill under Series 2,41,51.38632167,,
1642,22,18,Fill Data,26,Fill under Series 3,41,0.0,,
1643,22,18,Fill Data,27,Fill under Series 4,41,0.0,,
1644,22,18,Fill Data,28,Fill under Series 5,41,0.0,,
1645,22,18,Fill Data,29,Fill under Series 6,41,0.0,,
1646,22,18,Fill Data,30,Fill under Series 7,41,0.0,,
1647,22,18,Fill Data,31,Fill under Series 8,41,0.0,,
1648,22,18,Fill Data,32,Fill under Series 9,41,0.0,,
1649,22,18,Fill Data,33,Fill under Series 10,41,0.0,,
1650,22,18,Fill Data,23,Fill x,42,1000.0,,
1651,22,18,Fill Data,24,Fill under Series 1,42,51.59333104,,
1652,22,18,Fill Data,25,Fill under Series 2,42,0.0,,
1653,22,18,Fill Data,26,Fill under Series 3,42,0.0,,
1654,22,18,Fill Data,27,Fill under Series 4,42,0.0,,
1655,22,18,Fill Data,28,Fill under Series 5,42,0.0,,
1656,22,18,Fill Data,29,Fill under Series 6,42,0.0,,
1657,22,18,Fill Data,30,Fill under Series 7,42,0.0,,
1658,22,18,Fill Data,31,Fill under Series 8,42,0.0,,
1659,22,18,Fill Data,32,Fill under Series 9,42,0.0,,
1660,22,18,Fill Data,33,Fill under Series 10,42,0.0,,
1661,22,18,Fill Data,23,Fill x,43,1000.0,,
1662,22,18,Fill Data,24,Fill under Series 1,43,51.90709735,,
1663,22,18,Fill Data,25,Fill under Series 2,43,0.0,,
1664,22,18,Fill Data,26,Fill under Series 3,43,0.0,,
1665,22,18,Fill Data,27,Fill under Series 4,43,0.0,,
1666,22,18,Fill Data,28,Fill under Series 5,43,0.0,,
1667,22,18,Fill Data,29,Fill under Series 6,43,0.0,,
1668,22,18,Fill Data,30,Fill under Series 7,43,0.0,,
1669,22,18,Fill Data,31,Fill under Series 8,43,0.0,,
1670,22,18,Fill Data,32,Fill under Series 9,43,0.0,,
1671,22,18,Fill Data,33,Fill under Series 10,43,0.0,,
1672,22,18,Fill Data,23,Fill x,44,1000.0,,
1673,22,18,Fill Data,24,Fill under Series 1,44,52.02479945,,
1674,22,18,Fill Data,25,Fill under Series 2,44,0.0,,
1675,22,18,Fill Data,26,Fill under Series 3,44,0.0,,
1676,22,18,Fill Data,27,Fill under Series 4,44,0.0,,
1677,22,18,Fill Data,28,Fill under Series 5,44,0.0,,
1678,22,18,Fill Data,29,Fill under Series 6,44,0.0,,
1679,22,18,Fill Data,30,Fill under Series 7,44,0.0,,
1680,22,18,Fill Data,31,Fill under Series 8,44,0.0,,
1681,22,18,Fill Data,32,Fill under Series 9,44,0.0,,
1682,22,18,Fill Data,33,Fill under Series 10,44,0.0,,
1683,22,18,Fill Data,23,Fill x,45,1000.0,,
1684,22,18,Fill Data,24,Fill under Series 1,45,0.0,,
1685,22,18,Fill Data,25,Fill under Series 2,45,0.0,,
1686,22,18,Fill Data,26,Fill under Series 3,45,0.0,,
1687,22,18,Fill Data,27,Fill under Series 4,45,0.0,,
1688,22,18,Fill Data,28,Fill under Series 5,45,0.0,,
1689,22,18,Fill Data,29,Fill under Series 6,45,0.0,,
1690,22,18,Fill Data,30,Fill under Series 7,45,0.0,,
1691,22,18,Fill Data,31,Fill under Series 8,45,0.0,,
1692,22,18,Fill Data,32,Fill under Series 9,45,0.0,,
1693,22,18,Fill Data,33,Fill under Series 10,45,0.0,,
1694,22,18,Fill Data,23,Fill x,46,1000.0,,
1695,22,18,Fill Data,24,Fill under Series 1,46,52.55354986,,
1696,22,18,Fill Data,25,Fill under Series 2,46,0.0,,
1697,22,18,Fill Data,26,Fill under Series 3,46,0.0,,
1698,22,18,Fill Data,27,Fill under Series 4,46,0.0,,
1699,22,18,Fill Data,28,Fill under Series 5,46,0.0,,
1700,22,18,Fill Data,29,Fill under Series 6,46,0.0,,
1701,22,18,Fill Data,30,Fill under Series 7,46,0.0,,
1702,22,18,Fill Data,31,Fill under Series 8,46,0.0,,
1703,22,18,Fill Data,32,Fill under Series 9,46,0.0,,
1704,22,18,Fill Data,33,Fill under Series 10,46,0.0,,
1705,22,18,Fill Data,23,Fill x,47,1000.0,,
1706,22,18,Fill Data,24,Fill under Series 1,47,54.98061112,,
1707,22,18,Fill Data,25,Fill under Series 2,47,0.0,,
1708,22,18,Fill Data,26,Fill under Series 3,47,0.0,,
1709,22,18,Fill Data,27,Fill under Series 4,47,0.0,,
1710,22,18,Fill Data,28,Fill under Series 5,47,0.0,,
1711,22,18,Fill Data,29,Fill under Series 6,47,0.0,,
1712,22,18,Fill Data,30,Fill under Series 7,47,0.0,,
1713,22,18,Fill Data,31,Fill under Series 8,47,0.0,,
1714,22,18,Fill Data,32,Fill under Series 9,47,0.0,,
1715,22,18,Fill Data,33,Fill under Series 10,47,0.0,,
1716,22,18,Fill Data,23,Fill x,48,1000.0,,
1717,22,18,Fill Data,24,Fill under Series 1,48,0.0,,
1718,22,18,Fill Data,25,Fill under Series 2,48,54.98061112,,
1719,22,18,Fill Data,26,Fill under Series 3,48,0.0,,
1720,22,18,Fill Data,27,Fill under Series 4,48,0.0,,
1721,22,18,Fill Data,28,Fill under Series 5,48,0.0,,
1722,22,18,Fill Data,29,Fill under Series 6,48,0.0,,
1723,22,18,Fill Data,30,Fill under Series 7,48,0.0,,
1724,22,18,Fill Data,31,Fill under Series 8,48,0.0,,
1725,22,18,Fill Data,32,Fill under Series 9,48,0.0,,
1726,22,18,Fill Data,33,Fill under Series 10,48,0.0,,
1727,22,18,Fill Data,23,Fill x,49,1000.0,,
1728,22,18,Fill Data,24,Fill under Series 1,49,57.06558465,,
1729,22,18,Fill Data,25,Fill under Series 2,49,0.0,,
1730,22,18,Fill Data,26,Fill under Series 3,49,0.0,,
1731,22,18,Fill Data,27,Fill under Series 4,49,0.0,,
1732,22,18,Fill Data,28,Fill under Series 5,49,0.0,,
1733,22,18,Fill Data,29,Fill under Series 6,49,0.0,,
1734,22,18,Fill Data,30,Fill under Series 7,49,0.0,,
1735,22,18,Fill Data,31,Fill under Series 8,49,0.0,,
1736,22,18,Fill Data,32,Fill under Series 9,49,0.0,,
1737,22,18,Fill Data,33,Fill under Series 10,49,0.0,,
1738,22,18,Fill Data,23,Fill x,50,1000.0,,
1739,22,18,Fill Data,24,Fill under Series 1,50,62.26113509,,
1740,22,18,Fill Data,25,Fill under Series 2,50,0.0,,
1741,22,18,Fill Data,26,Fill under Series 3,50,0.0,,
1742,22,18,Fill Data,27,Fill under Series 4,50,0.0,,
1743,22,18,Fill Data,28,Fill under Series 5,50,0.0,,
1744,22,18,Fill Data,29,Fill under Series 6,50,0.0,,
1745,22,18,Fill Data,30,Fill under Series 7,50,0.0,,
1746,22,18,Fill Data,31,Fill under Series 8,50,0.0,,
1747,22,18,Fill Data,32,Fill under Series 9,50,0.0,,
1748,22,18,Fill Data,33,Fill under Series 10,50,0.0,,
1749,22,18,Fill Data,23,Fill x,51,1000.0,,
1750,22,18,Fill Data,24,Fill under Series 1,51,66.9091472,,
1751,22,18,Fill Data,25,Fill under Series 2,51,0.0,,
1752,22,18,Fill Data,26,Fill under Series 3,51,0.0,,
1753,22,18,Fill Data,27,Fill under Series 4,51,0.0,,
1754,22,18,Fill Data,28,Fill under Series 5,51,0.0,,
1755,22,18,Fill Data,29,Fill under Series 6,51,0.0,,
1756,22,18,Fill Data,30,Fill under Series 7,51,0.0,,
1757,22,18,Fill Data,31,Fill under Series 8,51,0.0,,
1758,22,18,Fill Data,32,Fill under Series 9,51,0.0,,
1759,22,18,Fill Data,33,Fill under Series 10,51,0.0,,
1760,22,18,Fill Data,23,Fill x,52,1000.0,,
1761,22,18,Fill Data,24,Fill under Series 1,52,74.25698773,,
1762,22,18,Fill Data,25,Fill under Series 2,52,0.0,,
1763,22,18,Fill Data,26,Fill under Series 3,52,0.0,,
1764,22,18,Fill Data,27,Fill under Series 4,52,0.0,,
1765,22,18,Fill Data,28,Fill under Series 5,52,0.0,,
1766,22,18,Fill Data,29,Fill under Series 6,52,0.0,,
1767,22,18,Fill Data,30,Fill under Series 7,52,0.0,,
1768,22,18,Fill Data,31,Fill under Series 8,52,0.0,,
1769,22,18,Fill Data,32,Fill under Series 9,52,0.0,,
1770,22,18,Fill Data,33,Fill under Series 10,52,0.0,,
1771,22,18,Fill Data,23,Fill x,53,1000.0,,
1772,22,18,Fill Data,24,Fill under Series 1,53,84.70834808,,
1773,22,18,Fill Data,25,Fill under Series 2,53,0.0,,
1774,22,18,Fill Data,26,Fill under Series 3,53,0.0,,
1775,22,18,Fill Data,27,Fill under Series 4,53,0.0,,
1776,22,18,Fill Data,28,Fill under Series 5,53,0.0,,
1777,22,18,Fill Data,29,Fill under Series 6,53,0.0,,
1778,22,18,Fill Data,30,Fill under Series 7,53,0.0,,
1779,22,18,Fill Data,31,Fill under Series 8,53,0.0,,
1780,22,18,Fill Data,32,Fill under Series 9,53,0.0,,
1781,22,18,Fill Data,33,Fill under Series 10,53,0.0,,
1782,22,18,Cost Curve Lines,34,initialisation,0,0.0,,
1783,22,18,Cost Curve Lines,35,bar,0,0.0,,
1784,22,18,Cost Curve Lines,36,x,0,0.0,,
1785,22,18,Cost Curve Lines,37,line 1,0,0.0,,
1786,22,18,Cost Curve Lines,38,line 2,0,22.23696303,,
1787,22,18,Cost Curve Lines,39,line 3,0,22.23696303,,
1788,22,18,Cost Curve Lines,40,line 4,0,22.23696303,,
1789,22,18,Cost Curve Lines,41,line 5,0,22.23696303,,
1790,22,18,Cost Curve Lines,42,line 6,0,22.23696303,,
1791,22,18,Cost Curve Lines,43,line 7,0,22.23696303,,
1792,22,18,Cost Curve Lines,44,line 8,0,22.23696303,,
1793,22,18,Cost Curve Lines,45,line 9,0,22.23696303,,
1794,22,18,Cost Curve Lines,46,line 10,0,22.23696303,,
1795,22,18,Cost Curve Lines,47,labels for cc,0,0.0,,
1796,22,18,Cost Curve Lines,34,initialisation,1,bar 1 start,,
1797,22,18,Cost Curve Lines,35,bar,1,1.0,,
1798,22,18,Cost Curve Lines,36,x,1,0.0,,
1799,22,18,Cost Curve Lines,37,line 1,1,0.0,,
1800,22,18,Cost Curve Lines,38,line 2,1,22.23696303,,
1801,22,18,Cost Curve Lines,39,line 3,1,22.23696303,,
1802,22,18,Cost Curve Lines,40,line 4,1,22.23696303,,
1803,22,18,Cost Curve Lines,41,line 5,1,22.23696303,,
1804,22,18,Cost Curve Lines,42,line 6,1,22.23696303,,
1805,22,18,Cost Curve Lines,43,line 7,1,22.23696303,,
1806,22,18,Cost Curve Lines,44,line 8,1,22.23696303,,
1807,22,18,Cost Curve Lines,45,line 9,1,22.23696303,,
1808,22,18,Cost Curve Lines,46,line 10,1,22.23696303,,
1809,22,18,Cost Curve Lines,47,labels for cc,1,,,
1810,22,18,Cost Curve Lines,34,initialisation,2,bar 1bn,,
1811,22,18,Cost Curve Lines,35,bar,2,1.0,,
1812,22,18,Cost Curve Lines,36,x,2,1e-05,,
1813,22,18,Cost Curve Lines,37,line 1,2,22.23696303,,
1814,22,18,Cost Curve Lines,38,line 2,2,22.23696303,,
1815,22,18,Cost Curve Lines,39,line 3,2,22.23696303,,
1816,22,18,Cost Curve Lines,40,line 4,2,22.23696303,,
1817,22,18,Cost Curve Lines,41,line 5,2,22.23696303,,
1818,22,18,Cost Curve Lines,42,line 6,2,22.23696303,,
1819,22,18,Cost Curve Lines,43,line 7,2,22.23696303,,
1820,22,18,Cost Curve Lines,44,line 8,2,22.23696303,,
1821,22,18,Cost Curve Lines,45,line 9,2,22.23696303,,
1822,22,18,Cost Curve Lines,46,line 10,2,22.23696303,,
1823,22,18,Cost Curve Lines,47,labels for cc,2,,,
1824,22,18,Cost Curve Lines,34,initialisation,3,bar 1 naming,,
1825,22,18,Cost Curve Lines,35,bar,3,1.0,,
1826,22,18,Cost Curve Lines,36,x,3,0.5,,
1827,22,18,Cost Curve Lines,37,line 1,3,22.23696303,,
1828,22,18,Cost Curve Lines,38,line 2,3,22.23696303,,
1829,22,18,Cost Curve Lines,39,line 3,3,22.23696303,,
1830,22,18,Cost Curve Lines,40,line 4,3,22.23696303,,
1831,22,18,Cost Curve Lines,41,line 5,3,22.23696303,,
1832,22,18,Cost Curve Lines,42,line 6,3,22.23696303,,
1833,22,18,Cost Curve Lines,43,line 7,3,22.23696303,,
1834,22,18,Cost Curve Lines,44,line 8,3,22.23696303,,
1835,22,18,Cost Curve Lines,45,line 9,3,22.23696303,,
1836,22,18,Cost Curve Lines,46,line 10,3,22.23696303,,
1837,22,18,Cost Curve Lines,47,labels for cc,3,Gove 8.6mln t $23.3,,
1838,22,18,Cost Curve Lines,34,initialisation,4,bar 1an,,
1839,22,18,Cost Curve Lines,35,bar,4,1.0,,
1840,22,18,Cost Curve Lines,36,x,4,0.99998,,
1841,22,18,Cost Curve Lines,37,line 1,4,22.23696303,,
1842,22,18,Cost Curve Lines,38,line 2,4,22.23696303,,
1843,22,18,Cost Curve Lines,39,line 3,4,22.23696303,,
1844,22,18,Cost Curve Lines,40,line 4,4,22.23696303,,
1845,22,18,Cost Curve Lines,41,line 5,4,22.23696303,,
1846,22,18,Cost Curve Lines,42,line 6,4,22.23696303,,
1847,22,18,Cost Curve Lines,43,line 7,4,22.23696303,,
1848,22,18,Cost Curve Lines,44,line 8,4,22.23696303,,
1849,22,18,Cost Curve Lines,45,line 9,4,22.23696303,,
1850,22,18,Cost Curve Lines,46,line 10,4,22.23696303,,
1851,22,18,Cost Curve Lines,47,labels for cc,4,,,
1852,22,18,Cost Curve Lines,34,initialisation,5,bar 1 end,,
1853,22,18,Cost Curve Lines,35,bar,5,1.0,,
1854,22,18,Cost Curve Lines,36,x,5,0.99999,,
1855,22,18,Cost Curve Lines,37,line 1,5,0.0,,
1856,22,18,Cost Curve Lines,38,line 2,5,22.23696303,,
1857,22,18,Cost Curve Lines,39,line 3,5,22.23696303,,
1858,22,18,Cost Curve Lines,40,line 4,5,22.23696303,,
1859,22,18,Cost Curve Lines,41,line 5,5,22.23696303,,
1860,22,18,Cost Curve Lines,42,line 6,5,22.23696303,,
1861,22,18,Cost Curve Lines,43,line 7,5,22.23696303,,
1862,22,18,Cost Curve Lines,44,line 8,5,22.23696303,,
1863,22,18,Cost Curve Lines,45,line 9,5,22.23696303,,
1864,22,18,Cost Curve Lines,46,line 10,5,22.23696303,,
1865,22,18,Cost Curve Lines,47,labels for cc,5,,,
1866,22,18,Cost Curve Lines,34,initialisation,6,bar 2 start,,
1867,22,18,Cost Curve Lines,35,bar,6,2.0,,
1868,22,18,Cost Curve Lines,36,x,6,0.99999,,
1869,22,18,Cost Curve Lines,37,line 1,6,0.0,,
1870,22,18,Cost Curve Lines,38,line 2,6,23.25931928,,
1871,22,18,Cost Curve Lines,39,line 3,6,23.25931928,,
1872,22,18,Cost Curve Lines,40,line 4,6,23.25931928,,
1873,22,18,Cost Curve Lines,41,line 5,6,23.25931928,,
1874,22,18,Cost Curve Lines,42,line 6,6,23.25931928,,
1875,22,18,Cost Curve Lines,43,line 7,6,23.25931928,,
1876,22,18,Cost Curve Lines,44,line 8,6,23.25931928,,
1877,22,18,Cost Curve Lines,45,line 9,6,23.25931928,,
1878,22,18,Cost Curve Lines,46,line 10,6,23.25931928,,
1879,22,18,Cost Curve Lines,47,labels for cc,6,,,
1880,22,18,Cost Curve Lines,34,initialisation,7,bar 2bn,,
1881,22,18,Cost Curve Lines,35,bar,7,2.0,,
1882,22,18,Cost Curve Lines,36,x,7,1.0,,
1883,22,18,Cost Curve Lines,37,line 1,7,23.25931928,,
1884,22,18,Cost Curve Lines,38,line 2,7,23.25931928,,
1885,22,18,Cost Curve Lines,39,line 3,7,23.25931928,,
1886,22,18,Cost Curve Lines,40,line 4,7,23.25931928,,
1887,22,18,Cost Curve Lines,41,line 5,7,23.25931928,,
1888,22,18,Cost Curve Lines,42,line 6,7,23.25931928,,
1889,22,18,Cost Curve Lines,43,line 7,7,23.25931928,,
1890,22,18,Cost Curve Lines,44,line 8,7,23.25931928,,
1891,22,18,Cost Curve Lines,45,line 9,7,23.25931928,,
1892,22,18,Cost Curve Lines,46,line 10,7,23.25931928,,
1893,22,18,Cost Curve Lines,47,labels for cc,7,,,
1894,22,18,Cost Curve Lines,34,initialisation,8,bar 2 naming,,
1895,22,18,Cost Curve Lines,35,bar,8,2.0,,
1896,22,18,Cost Curve Lines,36,x,8,5.299995,,
1897,22,18,Cost Curve Lines,37,line 1,8,23.25931928,,
1898,22,18,Cost Curve Lines,38,line 2,8,23.25931928,,
1899,22,18,Cost Curve Lines,39,line 3,8,23.25931928,,
1900,22,18,Cost Curve Lines,40,line 4,8,23.25931928,,
1901,22,18,Cost Curve Lines,41,line 5,8,23.25931928,,
1902,22,18,Cost Curve Lines,42,line 6,8,23.25931928,,
1903,22,18,Cost Curve Lines,43,line 7,8,23.25931928,,
1904,22,18,Cost Curve Lines,44,line 8,8,23.25931928,,
1905,22,18,Cost Curve Lines,45,line 9,8,23.25931928,,
1906,22,18,Cost Curve Lines,46,line 10,8,23.25931928,,
1907,22,18,Cost Curve Lines,47,labels for cc,8,0,,
1908,22,18,Cost Curve Lines,34,initialisation,9,bar 2an,,
1909,22,18,Cost Curve Lines,35,bar,9,2.0,,
1910,22,18,Cost Curve Lines,36,x,9,9.59998,,
1911,22,18,Cost Curve Lines,37,line 1,9,23.25931928,,
1912,22,18,Cost Curve Lines,38,line 2,9,23.25931928,,
1913,22,18,Cost Curve Lines,39,line 3,9,23.25931928,,
1914,22,18,Cost Curve Lines,40,line 4,9,23.25931928,,
1915,22,18,Cost Curve Lines,41,line 5,9,23.25931928,,
1916,22,18,Cost Curve Lines,42,line 6,9,23.25931928,,
1917,22,18,Cost Curve Lines,43,line 7,9,23.25931928,,
1918,22,18,Cost Curve Lines,44,line 8,9,23.25931928,,
1919,22,18,Cost Curve Lines,45,line 9,9,23.25931928,,
1920,22,18,Cost Curve Lines,46,line 10,9,23.25931928,,
1921,22,18,Cost Curve Lines,47,labels for cc,9,,,
1922,22,18,Cost Curve Lines,34,initialisation,10,bar 2 end,,
1923,22,18,Cost Curve Lines,35,bar,10,2.0,,
