,Month,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00
72,W-Kalimantan-YantaiPort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,W-Kalimantan-YunnanAluminium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,W-Kalimantan-SPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.34596211365903,0.0,0.0,0.0,0.0,0.0,53.04087165759263
75,Weipa-Bosai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.768693918245276,46.460618145563316,45.51225211214014,45.064805583250255,45.107308144405906,43.69517299552309,0.0,0.0,0.0,0.0,43.1863205461909,42.55376022180872,44.44565856140728,45.89514913245112,43.62154985406144
76,Weipa-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.783791096234715,37.58723828514457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.05528252446089,37.84213168548112,37.85228593163034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Weipa-Jinjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.505931478857754,41.69651586514501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Weipa-Nanshan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.65467770115981,56.969269915434225,58.03757298980426,55.81595082659316,55.373210417314255,54.218218439246684,53.63412673246341,57.51145138437157,56.8295114656032,49.76328978678898,42.681868351030396,42.37103920016648,42.301423183216116,42.87138584247258,43.16936339609428,43.64100013810964,43.64585016860859,42.30706597360825,42.372881355932215,42.372881355932215,42.46931842941945,42.22831979759503,43.099936118105276,42.73953116177199
79,Weipa-SPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.992347457446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Weipa-TBEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18843469591228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Weipa-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.87736789631107,0.0,42.87138584247258,43.36989032901297,43.868394815553344,43.13507412375022,42.372881355932215,42.372881355932215,41.67497507477567,45.363908275174474,45.363908275174474,0.0,42.3728813559322,0.0,42.372881355932215,0.0,39.88035892323031,39.88035892323031,0.0,42.87138584247258,43.778585068573115,41.874376869391824,0.0,42.37288496254815
82,Weipa-Weiqiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.18562313674487,43.909900368960095,44.1236095238138,43.21030520978611,42.702579127041524,43.03170614179261,42.348092883119065,42.941469382030796,43.188358146818246,40.70370880505786,40.865886003841695,41.28515438863361,41.811748883078366,41.869917433286794,41.19653933294806,40.86575489965594,40.59488779804018,40.71185224369752,41.2227956384889,41.34549762131414,41.761495794940814,42.07548497560615,41.72156704998415,41.82293635336481
83,Weipa-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89448631709973,53.8256862187352,53.59560388196243,51.762339703851616,51.97580381030299,52.12484053123568,51.0588713390613,63.30534738278496,0.0,55.03914795391414,50.63487686945264,47.2871785721222,49.31190040960804,47.05920989877625,47.373385031449295,50.445173348245774,51.29649957290018,47.833114618966945,44.669364788418406,45.723951340204685,45.37788676725855,45.7569342099679,45.436023796470835,44.57617832400649
84,Weipa-LMB-Bosai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16450648055833,0.0,45.064805583250255,0.0,45.875760316779136,44.56995881649045,44.19800703093522,42.3768908408167,0.0,0.0,0.0,0.0,0.0
85,Weipa-LMB-Nanshan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.36989032901297,0.0,44.366899302093714,44.36689930209373,44.366899302093714,42.372881355932215,43.86839481555335,0.0,0.0,42.372881355932215,0.0,42.372881355932215,0.0,0.0,0.0,0.0,0.0,0.0
86,Weipa-LMB-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67497507477567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Weipa-LMB-Weiqiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.874376869391824,41.874376869391824,42.5292960519004,42.70597698316824,42.30747447943668,0.0,0.0,41.874376869391824,42.32805294252801,43.27504659722001,42.768403945698296,42.548814015827155,42.83391497366035,41.95895134882658,0.0,0.0,0.0,0.0,0.0
88,Weipa-LMB-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.686066162831146,0.0,61.53103998467157,0.0,62.21335992023928,0.0,55.83250249252244,54.13758723828515,48.2076621518272,49.950149551345966,45.96211365902294,0.0,50.44865403788635,0.0,0.0,0.0,0.0,0.0,0.0
