1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
nan,64,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nan,65,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
nan,66,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.5,1.9,1.9,1.9,1.9,1.9,1.5,1.5,1.5,1.5,1.5,1.5
nan,67.1,Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
nan,67.2,Weiqiao-Wudi-Zhanhua H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,3.0,2.0,2.8,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
nan,68,Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,,,0.0,0.6,2.1,1.8,1.8,2.92,3.52,5.2,5.4,3.0,3.0,3.6,4.0,4.0,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
nan,69,Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,3.0,4.5,4.5,6.0,7.0,7.2,8.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
nan,70.1,Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,,,0.3,0.8,0.8,1.0,1.0,1.2,0.8,0.8,0.8,2.0,2.0,2.0,2.0,1.6,1.26,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
nan,70.2,Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,,,0.0,0.6,1.8,1.8,1.8,1.8,2.4,3.25,3.2,1.0,1.7,2.0,2.9,3.1,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
nan,71,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,72,Guizhou - blending,Guizhou,Guizhou,H-B,spare,spare,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,73,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,74,Other - blending,Chongqing,Other,H-B,spare,spare,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,75,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
