week,"indonesia,panamax","indonesia,capesize","australia,panamax","india,supramax","india,panamax","india,capesize","malaysia,superamax","malaysia,panamax","guinea,capesize","brazil,capesize",weekbeforecbx,creation_date,updation_date
43035,6.94133,6.01595,8.40676,18.3591,14.1909,11.8185,10.5028,8.84628,20.3047,37.677,0,,
43042,6.44737,5.71186,7.87041,17.8016,13.1727,11.2187,10.1574,8.11281,19.4266,36.5186,0,,
43049,6.29959,5.75363,7.72671,17.0021,12.8829,11.3232,9.67417,7.87507,19.6745,37.0349,0,,
43056,5.78791,5.66112,7.13739,15.7436,11.801,11.1314,8.95005,7.15287,19.3528,36.5285,0,,
43063,5.75338,5.92812,7.0996,15.7163,11.7272,11.6748,8.9339,7.10096,20.2338,37.862,0,,
43070,5.90937,6.65416,7.27373,16.4175,12.05,13.1498,9.34359,7.32594,22.599,41.3941,0,,
43077,6.19233,6.91679,7.59051,16.2994,12.6424,13.6819,9.28061,7.73687,23.4354,42.6106,0,,
43084,6.36283,6.99626,7.7883,15.8893,13.0029,13.8447,9.04192,7.97569,23.7065,43.0329,0,,
43091,6.21174,6.13808,7.6231,15.6921,12.688,12.0978,8.92201,7.74984,20.9136,38.8819,0,,
43098,6.29528,6.19911,7.73589,15.8871,12.8732,12.2299,9.02218,7.84582,21.1806,39.3844,0,,
43105,6.01452,4.72971,7.41706,15.8342,12.277,9.22904,8.99161,7.44017,16.3486,32.1374,0,,
43112,6.15307,4.76497,7.57324,16.0002,12.5673,9.29931,9.08941,7.6395,16.4552,32.2849,0,,
43119,6.00523,4.29437,7.40478,16.0627,12.247,8.33129,9.12761,7.42235,14.8955,29.9499,0,,
43126,6.25561,4.57711,7.69481,16.1971,12.7684,8.90154,9.20515,7.76785,15.8252,31.3725,0,,
43133,6.33069,5.01015,7.78458,16.3783,12.9214,9.7795,9.31013,7.86735,17.2471,33.5265,0,,
43140,5.87072,4.80167,7.22893,15.7785,11.9319,9.33698,8.98605,7.24929,16.4426,32.1497,0,,
43161,6.38357,4.74065,7.79626,17.396,12.9992,9.20059,9.93603,8.00014,16.1628,31.6198,0,,
43168,6.77385,4.75411,8.23834,18.1648,13.8191,9.22559,10.3841,8.5605,16.1893,31.6323,0,,
43175,6.90304,4.49768,8.39541,18.7695,14.0979,8.70828,10.7263,8.73246,15.3844,30.4766,0,,
43182,7.01845,4.45799,8.54625,19.7521,14.3549,8.63941,11.2799,8.87558,15.33,30.4977,0,,
43189,6.78095,4.43258,8.27297,19.7375,13.8476,8.58128,11.2746,8.53693,15.2302,30.3402,0,,
43196,6.20507,4.52364,7.62223,16.2008,12.6414,8.77389,9.22298,7.71032,15.5664,30.8924,0,,
43203,6.31001,4.55783,7.76234,19.1912,12.8783,8.85735,10.9356,7.83655,15.7646,31.3047,0,,
43210,6.21496,5.18681,7.67287,19.3278,12.6943,10.1545,10.9984,7.67983,17.9175,34.6521,0,,
43217,6.3493,5.50453,7.84536,19.61,12.9984,10.8213,11.145,7.85448,19.0511,36.4562,0,,
43224,6.50486,5.5748,8.02402,19.7491,13.3282,10.9664,11.2248,8.07614,19.2862,36.8105,0,,
43231,6.6541,6.01946,8.21281,20.0239,13.6571,11.8858,11.3692,8.26815,20.8252,39.2252,0,,
43238,7.05949,5.75108,8.72904,21.1904,14.5574,11.3793,12,8.78729,20.1732,38.5408,0,,
43245,6.95896,5.18212,8.61569,21.1762,14.3485,10.2218,11.9897,8.64331,18.3123,35.7531,0,,
43252,6.63873,5.3166,8.23828,20.8313,13.6675,10.491,11.7983,8.20241,18.7127,36.2922,0,,
43259,6.7703,6.04074,8.37865,20.5273,13.9368,11.9607,11.6301,8.39971,21.0514,39.7536,0,,
43266,6.9826,5.69884,8.62323,20.5369,14.3893,11.2682,11.6334,8.702,19.9397,38.0889,0,,
43273,6.69999,5.28404,8.28296,20.3036,13.786,10.4162,11.5106,8.32427,18.5111,35.8391,0,,
43280,6.71564,5.35282,8.36349,20.4658,13.8875,10.6185,11.5477,8.28686,19.0368,36.979,0,,
43287,6.5825,6.11722,8.20257,19.649,13.6019,12.173,11.0819,8.10865,21.5174,40.6591,0,,
43294,6.55859,6.10697,8.16515,19.1641,13.5478,12.1491,10.8083,8.08851,21.4492,40.499,0,,
43301,6.4115,6.11171,7.9832,19.1903,13.2377,12.1596,10.8311,7.90169,21.4254,40.3817,0,,
43308,6.48168,6.57143,8.09396,19.5755,13.4138,13.1221,11.0279,7.96922,23.074,43.0322,0,,
43315,6.28128,6.85145,7.85884,19.3118,12.9911,13.6933,10.8787,7.69377,23.9778,44.3566,0,,
43322,6.20718,6.60893,7.78392,19.2793,12.8434,13.2062,10.852,7.57804,23.2234,43.2776,0,,
43329,6.45235,6.65853,8.02704,18.8979,13.3339,13.2843,10.6613,7.97213,23.2316,43.0716,0,,
43336,6.85287,6.65404,8.50267,19.5218,14.1905,13.286,11.0082,8.5201,23.2888,43.2577,0,,
43343,6.89053,6.21199,8.55962,20.3701,14.2748,12.3883,11.4898,8.55498,21.8837,41.2242,0,,
43350,6.69266,5.88236,8.31361,20.1484,13.8434,11.7041,11.3764,8.29645,20.7149,39.3543,0,,
43357,6.99935,5.39865,8.68544,20.3591,14.5095,10.7355,11.4801,8.7101,19.2168,37.2188,0,,
43364,7.33771,5.34796,9.08509,20.7908,15.2308,10.6387,11.7209,9.17609,19.1027,37.1186,0,,
43371,7.60923,5.57317,9.42218,21.264,15.8273,11.119,11.9729,9.53485,19.9634,38.5601,0,,
43378,7.60923,5.57317,9.42218,21.264,15.8273,11.119,11.9729,9.53485,19.9634,38.559,0,,
43385,7.81425,6.15265,9.67351,21.6667,16.2419,12.2831,12.2022,9.78973,21.8827,41.5053,0,,
43392,7.68517,6.23594,9.53359,21.0857,16.014,12.4947,11.848,9.62025,22.2576,42.142,0,,
43399,7.2102,6.20691,8.98844,20.0075,15.012,12.4349,11.2256,8.94746,22.1556,41.9801,0,,
43406,7.17099,6.13412,8.9463,19.4501,14.9341,12.291,10.9001,8.88981,21.9319,41.6592,0,,
43413,7.03036,5.22598,8.79707,19.0173,14.6448,10.4455,10.6402,8.67366,18.9922,37.312,0,,
43420,6.4831,4.17475,8.0861,17.82,13.4249,8.24325,10.0165,7.99316,15.1762,31.0933,0,,
43427,6.04412,4.28613,7.56223,17.018,12.4824,8.4554,9.56955,7.39272,15.4506,31.3869,0,,
43434,5.90755,5.38156,7.32427,16.1607,12.1287,10.631,9.14027,7.29067,18.7034,35.8136,0,,
43441,6.03336,5.83782,7.47999,16.3963,12.3963,11.5629,9.2693,7.45191,20.2428,38.1974,0,,
43448,5.99467,5.83848,7.40954,16.3859,12.2934,11.5455,9.28484,7.42704,20.1311,37.878,0,,
43455,5.93606,4.84663,7.27953,16.1201,12.1175,9.47635,9.18326,7.41448,16.5961,32.2041,0,,
43462,5.93701,4.64677,7.28358,16.2331,12.1194,9.06815,9.24807,7.41307,15.9464,31.2391,0,,
43469,5.91521,4.8045,7.28493,16.4077,12.0918,9.40587,9.32849,7.35078,16.5726,32.3308,0,,
43476,5.95348,4.71328,7.37071,16.6815,12.2065,9.25033,9.45144,7.35583,16.4532,32.3954,0,,
43483,5.70183,4.60223,7.07884,15.9639,11.6653,9.01386,9.04189,6.99761,16.0584,31.7841,0,,
43490,5.21987,4.50154,6.54683,15.7124,10.6684,8.82562,8.87979,6.2937,15.8152,31.5261,0,,
43511,5.31382,3.91447,6.6981,14.6574,10.8976,7.65567,8.23563,6.37527,14.0649,29.145,0,,
43518,5.46085,4.05977,6.8648,15.5064,11.2045,7.94882,8.72894,6.58582,14.5335,29.8387,0,,
43525,5.86177,3.65057,7.31949,16.9005,12.0407,7.1062,9.53983,7.1563,13.1602,27.7529,0,,
43532,6.11669,3.5103,7.6306,17.6721,12.5963,6.83674,9.96908,7.49818,12.7845,27.2957,0,,
43539,5.8699,4.02755,7.34498,17.6442,12.0737,7.88941,9.95552,7.15149,14.4724,29.8152,0,,
43546,5.88655,3.67728,7.33763,17.4467,12.0854,7.15423,9.86355,7.20351,13.2048,27.7609,0,,
43553,5.68555,3.60244,7.11525,16.9327,11.6704,7.00948,9.55931,6.91078,12.9953,27.4887,0,,
43560,5.69335,3.47448,7.12894,16.6775,11.6904,6.75169,9.40799,6.9163,12.5946,26.9137,0,,
43567,5.55609,3.71109,6.97087,15.9634,11.3995,7.23251,8.99654,6.72228,13.3681,28.0711,0,,
43574,5.76068,3.9028,7.19729,15.9243,11.8234,7.61683,8.98045,7.02046,13.9643,28.9255,0,,
43581,5.95659,4.46894,7.45067,16.6683,12.2623,8.79463,9.38612,7.26786,15.9539,32.0793,0,,
43588,5.88878,4.89208,7.33848,15.9368,12.0901,9.63141,8.99216,7.21045,17.1945,33.7449,0,,
43595,5.87164,4.67037,7.31814,16.3113,12.058,9.18319,9.2079,7.19003,16.4699,32.6499,0,,
43602,6.00937,4.67441,7.48046,16.3236,12.3612,9.20326,9.20871,7.38639,16.5199,32.7478,0,,
43609,6.06907,4.93453,7.52761,15.9395,12.4744,9.72286,9.00296,7.49894,17.2906,33.7805,0,,
43616,6.31685,5.20248,7.80603,15.5372,12.9929,10.266,8.77419,7.85615,18.151,35.0467,0,,
43623,6.05253,5.29002,7.45374,14.7525,12.3955,10.4091,8.36055,7.53578,18.2258,34.8792,0,,
43630,5.86391,5.00049,7.22907,14.2528,11.9911,9.8127,8.07868,7.27791,17.2359,33.3407,0,,
43637,5.78655,5.35701,7.16675,14.8198,11.8478,10.5572,8.38582,7.13848,18.517,35.4132,0,,
43644,6.10996,5.28387,7.57906,15.7142,12.5623,10.4368,8.86891,7.54904,18.4566,35.5649,0,,
43651,6.5672,6.43376,8.13859,16.1536,13.5579,12.8104,9.09169,8.15759,22.3981,41.6995,0,,
43658,7.33911,6.83534,9.13927,17.4209,15.2838,13.7173,9.72723,9.12406,24.227,45.1137,0,,
43665,7.47142,7.5236,9.20093,17.6185,15.4879,15.0542,9.91524,9.41125,26.1037,47.4281,0,,
43672,7.40051,6.69108,9.10219,18.5958,15.3236,13.3432,10.4951,9.33082,23.2894,43.0951,0,,
43679,6.95109,6.81049,8.63107,18.7405,14.4127,13.6192,10.5435,8.64598,23.867,44.2037,0,,
43686,6.08269,5.89588,7.44705,16.6612,12.4332,11.6221,9.49607,7.63181,20.0523,0,0,,
43693,6.79035,6.82171,8.23408,17.439,13.9097,13.4966,9.96379,8.66525,23.0062,0,0,,
43700,7.31091,7.13292,8.89666,19.5725,15.0651,14.1832,11.1409,9.33109,24.3226,0,0,,
43707,7.79356,7.40015,9.52725,21.0827,16.1524,14.791,11.9473,9.93157,25.5466,0,0,,
43714,7.70379,7.87077,9.42815,20.9887,15.9665,15.7536,11.8901,9.80038,27.1113,0,0,,
43721,7.6666,7.73038,9.46775,21.2245,15.9579,15.5297,11.9573,9.6551,27.008,0,0,,
43728,7.63088,7.00218,9.48359,21.4717,15.9278,14.0847,12.0544,9.54037,24.8544,0,0,,
43735,7.34281,6.36917,9.15191,21.4523,15.3147,12.7876,12.0479,9.13407,22.757,0,0,,
43742,7.34281,6.36917,9.15191,21.4523,15.3147,12.7876,12.0479,9.13407,22.757,0,0,,
43749,6.69709,6.26614,8.14764,19.4476,13.7335,12.3818,11.1076,8.51314,21.273,0,0,,
43756,6.82359,6.14354,8.33119,20.0228,14.033,12.1612,11.4076,8.64935,21.0386,0,0,,
43763,6.53643,6.25389,8.02889,20.0375,13.45,12.406,11.394,8.21163,21.5169,0,0,,
43770,6.45185,6.22954,7.97739,19.7877,13.3098,12.3907,11.2113,8.04017,21.6323,0,0,,
43777,5.90394,5.79454,7.28854,17.0044,12.0977,11.4521,9.65564,7.32799,19.9259,0,0,,
43784,5.21609,6.01703,6.43855,15.0236,10.5935,11.8572,8.5634,6.42077,20.3818,0,0,,
43791,5.72603,6.23311,7.13299,15.8969,11.7623,12.3819,8.97564,7.02154,21.5726,0,0,,
43798,5.56695,6.66766,6.85929,15.5225,11.3519,13.2009,8.83538,6.90003,22.6087,0,0,,
43805,5.72346,7.03322,7.03009,15.4796,11.6742,13.9394,8.81782,7.13128,23.775,0,0,,
43812,6.0116,5.74879,7.3871,15.5609,12.3049,11.3412,8.84174,7.50969,19.67,0,0,,
43819,5.38623,4.37642,6.64445,14.6986,10.9579,8.51593,8.3686,6.6493,15.0304,0,0,,
43826,5.38623,4.37642,6.64445,14.6986,10.9579,8.51593,8.3686,6.6493,15.0304,0,0,,
43833,4.91483,4.41117,6.11506,14.5864,9.96698,8.58816,8.29801,5.9658,15.1821,0,0,,
43840,6.28705,5.07434,8.27366,16.8631,13.3549,10.3834,9.12399,7.2581,19.908,0,0,,
43847,6.69686,4.56857,8.65958,16.0841,14.1441,9.28552,8.74354,7.92884,17.8755,0,0,,
43854,6.29238,4.5341,8.13775,17.1303,13.2412,9.17064,9.39699,7.41919,17.5039,0,0,,
43861,5.69666,4.17977,7.3767,16.1359,11.9264,8.39609,8.88569,6.66674,16.0055,0,0,,
43868,5.28336,3.74545,6.81926,14.9512,10.9847,7.44795,8.27018,6.17341,14.211,0,0,,
43875,5.36265,3.61672,6.88026,14.402,11.1338,7.1699,7.97503,6.32316,13.6702,0,0,,
43882,5.51852,3.79342,7.04196,14.4571,11.4504,7.51981,8.01996,6.56426,14.1823,0,0,,
43889,5.56919,3.6471,7.04052,13.1523,11.5096,7.17937,7.31437,6.70454,13.4459,0,0,,
43896,5.47469,3.38217,6.8766,13.5623,11.2576,6.59189,7.59911,6.6284,12.3215,0,0,,
43903,4.97501,2.93732,6.1449,12.892,10.0737,5.56906,7.34236,6.0982,10.1699,0,0,,
43910,4.4239,2.68749,5.43322,12.3449,8.85116,5.00626,7.09269,5.41562,8.9983,0,0,,
43917,3.93517,2.66384,4.85174,12.0329,7.80597,4.94497,6.92992,4.74951,8.82839,0,0,,
43924,3.99412,3.28732,4.89269,10.6785,7.91073,6.19918,6.16695,4.86141,10.7736,0,0,,
43931,4.29225,3.03788,5.25024,10.4271,8.55007,5.70001,6.00888,5.26457,10.02,0,0,,
43938,4.36263,3.04237,5.3055,9.97625,8.67845,5.69148,5.76766,5.39045,9.93195,0,0,,
43945,4.03009,3.07431,4.88615,9.38278,7.94913,5.7318,5.4551,4.96349,9.87564,0,0,,
43952,3.74391,2.84037,4.5418,9.22988,7.33188,5.24236,5.37987,4.57413,9.0355,0,0,,
43959,3.93206,2.96566,4.80626,9.84015,7.77006,5.53478,5.6922,4.78748,9.66092,0,0,,
43966,3.94712,2.43151,4.81709,10.0677,7.79754,4.44178,5.82852,4.81619,7.87938,0,0,,
43973,4.16856,2.95154,6.03703,10.9235,8.30638,5.53936,6.28158,5.07363,9.64739,0,0,,
43980,4.19096,2.81284,6.66701,12.3034,8.36047,5.26274,7.07438,5.10159,9.44769,0,0,,
