,,Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,WA CIF VAT INCL.,USD: RMB,Australia (FOB WA),WA CIF RMB/t
CODE FORMULAE,344, 466 ,18-Feb-19,"2,775","2,755"," 2,625 ",,1/9/2019,394,6.8526,394," 2,699.92 "
CODE FORMULAE,345, 465 ,19-Feb-19,"2,775","2,755"," 2,618 ",,1/10/2019,393,6.816,393," 2,678.69 "
CODE FORMULAE,346, 464 ,20-Feb-19,"2,775","2,755"," 2,601 ",,1/11/2019,400,6.7909,400," 2,716.36 "
CODE FORMULAE,347, 463 ,21-Feb-19,"2,766","2,730"," 2,581 ",,1/14/2019,385,6.756,385," 2,601.06 "
CODE FORMULAE,348, 462 ,22-Feb-19,"2,766","2,730"," 2,599 ",,1/15/2019,384,6.7542,384," 2,593.61 "
CODE FORMULAE,349, 459 ,25-Feb-19,"2,766","2,730"," 2,605 ",,1/16/2019,383,6.7616,383," 2,589.69 "
CODE FORMULAE,350, 458 ,26-Feb-19,"2,766","2,730"," 2,598 ",,1/17/2019,382,6.7592,382," 2,582.01 "
CODE FORMULAE,351, 457 ,27-Feb-19,"2,763","2,725"," 2,594 ",,1/18/2019,378,6.7665,378," 2,557.74 "
CODE FORMULAE,352, 456 ,28-Feb-19,"2,763","2,725"," 2,576 ",,1/21/2019,376,6.7747,376," 2,547.29 "
CODE FORMULAE,353, 455 ,01-Mar-19,"2,763","2,725"," 2,585 ",,1/22/2019,375,6.7854,375," 2,544.53 "
CODE FORMULAE,354, 452 ,04-Mar-19,"2,763","2,725"," 2,589 ",,1/23/2019,372,6.7969,372," 2,528.45 "
CODE FORMULAE,355, 451 ,05-Mar-19,"2,745","2,725"," 2,593 ",,1/24/2019,374,6.7802,374," 2,535.79 "
CODE FORMULAE,356, 450 ,06-Mar-19,"2,745","2,725"," 2,602 ",,1/25/2019,366,6.7941,366," 2,486.64 "
CODE FORMULAE,357, 449 ,07-Mar-19,"2,720","2,720"," 2,611 ",,1/28/2019,364,6.7472,364," 2,455.98 "
CODE FORMULAE,358, 448 ,08-Mar-19,"2,720","2,720"," 2,629 ",,1/29/2019,366,6.7356,366," 2,465.23 "
CODE FORMULAE,359, 445 ,11-Mar-19,"2,720","2,720"," 2,648 ",,1/30/2019,367,6.7343,367," 2,471.49 "
CODE FORMULAE,360, 444 ,12-Mar-19,"2,720","2,720"," 2,645 ",,1/31/2019,363,6.7025,363," 2,433.01 "
CODE FORMULAE,361, 443 ,13-Mar-19,"2,720","2,720"," 2,664 ",,2/1/2019,363,6.7081,363," 2,435.04 "
CODE FORMULAE,362, 442 ,14-Mar-19,"2,708","2,720"," 2,694 ",,2/4/2019,365,6.7081,365," 2,448.46 "
CODE FORMULAE,363, 441 ,15-Mar-19,"2,708","2,720"," 2,707 ",,2/5/2019,366,6.7081,366," 2,455.16 "
CODE FORMULAE,364, 438 ,18-Mar-19,"2,708","2,720"," 2,704 ",,2/6/2019,365,6.7081,365," 2,448.46 "
CODE FORMULAE,365, 437 ,19-Mar-19,"2,708","2,720"," 2,709 ",,2/7/2019,365,6.7081,365," 2,448.46 "
CODE FORMULAE,366, 436 ,20-Mar-19,"2,708","2,720"," 2,711 ",,2/8/2019,377,6.7081,377," 2,528.95 "
CODE FORMULAE,367, 435 ,21-Mar-19,"2,695","2,720"," 2,701 ",,2/11/2019,374,6.7495,374," 2,524.31 "
CODE FORMULAE,368, 434 ,22-Mar-19,"2,695","2,720"," 2,764 ",,2/12/2019,374,6.7765,374," 2,534.41 "
CODE FORMULAE,369, 431 ,25-Mar-19,"2,695","2,720"," 2,778 ",,2/13/2019,374,6.7675,374," 2,531.05 "
CODE FORMULAE,370, 430 ,26-Mar-19,"2,695","2,720"," 2,769 ",,2/14/2019,388,6.7744,388," 2,628.47 "
CODE FORMULAE,371, 429 ,27-Mar-19,"2,695","2,720"," 2,773 ",,2/15/2019,389,6.7623,389," 2,630.53 "
CODE FORMULAE,372, 428 ,28-Mar-19,"2,690","2,680"," 2,791 ",,2/18/2019,388,6.7659,388," 2,625.17 "
CODE FORMULAE,373, 427 ,29-Mar-19,"2,690","2,680"," 2,808 ",,2/19/2019,387,6.7642,387," 2,617.75 "
CODE FORMULAE,374, 424 ,01-Apr-19,"2,690","2,680"," 2,798 ",,2/20/2019,385,6.7558,385," 2,600.98 "
CODE FORMULAE,375, 423 ,02-Apr-19,"2,690","2,680"," 2,802 ",,2/21/2019,384,6.722,384," 2,581.25 "
CODE FORMULAE,376, 422 ,03-Apr-19,"2,656","2,660"," 2,800 ",,2/22/2019,387,6.7151,387," 2,598.74 "
CODE FORMULAE,377, 421 ,04-Apr-19,"2,656","2,660"," 2,798 ",,2/25/2019,388,6.7131,388," 2,604.68 "
CODE FORMULAE,378, 417 ,08-Apr-19,"2,658","2,660"," 2,796 ",,2/26/2019,388,6.6952,388," 2,597.74 "
CODE FORMULAE,379, 416 ,09-Apr-19,"2,658","2,660"," 2,760 ",,2/27/2019,388,6.6857,388," 2,594.05 "
CODE FORMULAE,380, 415 ,10-Apr-19,"2,658","2,660"," 2,698 ",,2/28/2019,385,6.6901,385," 2,575.69 "
CODE FORMULAE,381, 414 ,11-Apr-19,"2,658","2,660"," 2,596 ",,3/1/2019,386,6.6957,386," 2,584.54 "
CODE FORMULAE,382, 413 ,12-Apr-19,"2,658","2,660"," 2,575 ",,3/4/2019,386,6.7069,386," 2,588.86 "
CODE FORMULAE,383, 410 ,15-Apr-19,"2,665","2,650"," 2,550 ",,3/5/2019,387,6.6998,387," 2,592.82 "
CODE FORMULAE,384, 409 ,16-Apr-19,"2,665","2,650"," 2,449 ",,3/6/2019,388,6.7053,388," 2,601.66 "
CODE FORMULAE,385, 408 ,17-Apr-19,"2,698","2,660"," 2,436 ",,3/7/2019,389,6.711,389," 2,610.58 "
CODE FORMULAE,386, 407 ,18-Apr-19,"2,698","2,660"," 2,429 ",,3/8/2019,391,6.7235,391," 2,628.89 "
CODE FORMULAE,387, 406 ,19-Apr-19,"2,693","2,665"," 2,434 ",,3/11/2019,394,6.7202,394," 2,647.76 "
CODE FORMULAE,388, 403 ,22-Apr-19,"2,693","2,665"," 2,433 ",,3/12/2019,394,6.7128,394," 2,644.84 "
CODE FORMULAE,389, 402 ,23-Apr-19,"2,693","2,665"," 2,441 ",,3/13/2019,397,6.7114,397," 2,664.43 "
CODE FORMULAE,390, 401 ,24-Apr-19,"2,693","2,665"," 2,440 ",,3/14/2019,402,6.7009,402," 2,693.76 "
CODE FORMULAE,391, 400 ,25-Apr-19,"2,693","2,665"," 2,443 ",,3/15/2019,403,6.7167,403," 2,706.83 "
CODE FORMULAE,392, 399 ,26-Apr-19,"2,775","2,720"," 2,437 ",,3/18/2019,403,6.7088,403," 2,703.65 "
CODE FORMULAE,393, 396 ,29-Apr-19,"2,807","2,725"," 2,401 ",,3/19/2019,404,6.7062,404," 2,709.30 "
CODE FORMULAE,394, 395 ,30-Apr-19,"2,807","2,725"," 2,355 ",,3/20/2019,404,6.7101,404," 2,710.88 "
CODE FORMULAE,395, 389 ,06-May-19,"2,807","2,725"," 2,357 ",,3/21/2019,404,6.685,404," 2,700.74 "
CODE FORMULAE,396, 388 ,07-May-19,"2,783","2,725"," 2,360 ",,3/22/2019,413,6.6944,412.9," 2,764.12 "
CODE FORMULAE,397, 387 ,08-May-19,"2,783","2,725"," 2,352 ",,3/25/2019,414,6.7098,414," 2,777.86 "
CODE FORMULAE,398, 386 ,09-May-19,"2,783","2,725"," 2,348 ",,3/26/2019,413,6.7042,413," 2,768.83 "
CODE FORMULAE,399, 385 ,10-May-19,"2,783","2,725"," 2,343 ",,3/27/2019,413,6.7141,413," 2,772.92 "
CODE FORMULAE,400, 382 ,13-May-19,"2,886","2,760"," 2,365 ",,3/28/2019,415,6.7263,415," 2,791.41 "
CODE FORMULAE,401, 381 ,14-May-19,"2,886","2,760"," 2,372 ",,3/29/2019,417,6.7335,417," 2,807.87 "
CODE FORMULAE,402, 380 ,15-May-19,"2,886","2,760"," 2,382 ",,4/1/2019,417,6.7098,417," 2,797.99 "
CODE FORMULAE,403, 379 ,16-May-19,"2,886","2,760"," 2,377 ",,4/2/2019,418,6.7042,418," 2,802.36 "
CODE FORMULAE,404, 378 ,17-May-19,"3,174","3,020"," 2,486 ",,4/3/2019,417,6.7141,417," 2,799.78 "
CODE FORMULAE,405, 375 ,20-May-19,"3,200","3,025"," 2,504 ",,4/4/2019,416,6.7263,416," 2,798.14 "
CODE FORMULAE,406, 374 ,21-May-19,"3,200","3,025"," 2,525 ",,4/8/2019,416,6.7201,416," 2,795.56 "
CODE FORMULAE,407, 373 ,22-May-19,"3,200","3,075"," 2,518 ",,4/9/2019,411,6.7142,411," 2,759.54 "
CODE FORMULAE,408, 372 ,23-May-19,"3,200","3,075"," 2,491 ",,4/10/2019,402,6.711,402," 2,697.82 "
CODE FORMULAE,409, 371 ,24-May-19,"3,200","3,075"," 2,484 ",,4/11/2019,387,6.7088,387," 2,596.31 "
CODE FORMULAE,410, 368 ,27-May-19,"3,122","3,025"," 2,481 ",,4/12/2019,383,6.722,383," 2,574.53 "
CODE FORMULAE,411, 367 ,28-May-19,"3,122","3,025"," 2,490 ",,4/15/2019,380,6.7112,380," 2,550.26 "
CODE FORMULAE,412, 366 ,29-May-19,"3,122","3,025"," 2,497 ",,4/16/2019,365,6.7097,365," 2,449.04 "
CODE FORMULAE,413, 365 ,30-May-19,"3,122","3,025"," 2,518 ",,4/17/2019,363,6.711,363," 2,436.09 "
CODE FORMULAE,414, 364 ,31-May-19,"3,122","3,025"," 2,511 ",,4/18/2019,363,6.6911,363," 2,428.87 "
CODE FORMULAE,415, 361 ,03-Jun-19,"3,150","3,025"," 2,504 ",,4/19/2019,363,6.7043,363," 2,433.66 "
CODE FORMULAE,416, 360 ,04-Jun-19,"3,120","3,025"," 2,499 ",,4/22/2019,363,6.7035,363," 2,433.37 "
CODE FORMULAE,417, 359 ,05-Jun-19,"3,090","3,025"," 2,504 ",,4/23/2019,363,6.7256,363," 2,441.39 "
CODE FORMULAE,418, 358 ,06-Jun-19,"3,070","3,025"," 2,505 ",,4/24/2019,363,6.7205,363," 2,439.54 "
CODE FORMULAE,419, 357 ,07-Jun-19,"3,070","3,025"," 2,501 ",,4/25/2019,363,6.7307,363," 2,443.24 "
CODE FORMULAE,420, 354 ,10-Jun-19," 3,070 ","3,025"," 2,414 ",,4/26/2019,362,6.7307,362," 2,436.51 "
CODE FORMULAE,421, 353 ,11-Jun-19," 3,060 "," 3,025 "," 2,413 ",,4/29/2019,357,6.731,356.7," 2,400.95 "
CODE FORMULAE,422, 352 ,12-Jun-19," 3,060 "," 3,025 "," 2,394 ",,4/30/2019,350,6.7286,350," 2,355.01 "
CODE FORMULAE,423, 351 ,13-Jun-19," 3,060 "," 3,025 "," 2,355 ",,5/6/2019,350,6.7344,350," 2,357.04 "
CODE FORMULAE,424, 350 ,14-Jun-19," 3,060 "," 3,025 "," 2,342 ",,5/7/2019,349,6.7614,349," 2,359.73 "
CODE FORMULAE,425, 347 ,17-Jun-19," 3,050 "," 3,015 "," 2,333 ",,5/8/2019,348,6.7596,348," 2,352.34 "
CODE FORMULAE,426, 346 ,18-Jun-19," 3,000 "," 2,965 "," 2,333 ",,5/9/2019,347,6.7665,347," 2,347.98 "
CODE FORMULAE,427, 345 ,19-Jun-19," 2,960 "," 2,935 "," 2,333 ",,5/10/2019,345,6.7912,345," 2,342.96 "
CODE FORMULAE,428, 344 ,20-Jun-19," 2,940 "," 2,925 "," 2,287 ",,5/13/2019,348,6.7954,348," 2,364.80 "
CODE FORMULAE,429, 343 ,21-Jun-19," 2,940 "," 2,925 "," 2,245 ",,5/14/2019,347,6.8365,347," 2,372.27 "
CODE FORMULAE,430, 340 ,24-Jun-19," 2,940 "," 2,925 "," 2,259 ",,5/15/2019,347,6.8649,347," 2,382.12 "
CODE FORMULAE,431, 339 ,25-Jun-19," 2,940 "," 2,925 "," 2,206 ",,5/16/2019,346,6.8688,346," 2,376.60 "
CODE FORMULAE,432, 338 ,26-Jun-19," 2,930 "," 2,915 "," 2,213 ",,5/17/2019,361,6.8859,361," 2,485.81 "
CODE FORMULAE,433, 337 ,27-Jun-19," 2,920 "," 2,905 "," 2,252 ",,5/20/2019,363,6.8988,363," 2,504.26 "
CODE FORMULAE,434, 336 ,28-Jun-19," 2,890 "," 2,875 "," 2,223 ",,5/21/2019,366,6.899,366," 2,525.03 "
CODE FORMULAE,435, 333 ,01-Jul-19," 2,840 "," 2,825 "," 2,206 ",,5/22/2019,365,6.8992,365," 2,518.21 "
CODE FORMULAE,436, 332 ,02-Jul-19," 2,795 "," 2,785 "," 2,192 ",,5/23/2019,361,6.8994,361," 2,490.68 "
CODE FORMULAE,437, 331 ,03-Jul-19," 2,755 "," 2,745 "," 2,192 ",,5/24/2019,360,6.8993,360," 2,483.75 "
CODE FORMULAE,438, 330 ,04-Jul-19," 2,730 "," 2,715 "," 2,186 ",,5/27/2019,360,6.8924,360," 2,481.26 "
CODE FORMULAE,439, 329 ,05-Jul-19," 2,705 "," 2,695 "," 2,180 ",,5/28/2019,361,6.8973,361," 2,489.93 "
CODE FORMULAE,440, 326 ,08-Jul-19," 2,685 "," 2,665 "," 2,161 ",,5/29/2019,362,6.8988,362," 2,497.37 "
CODE FORMULAE,441, 325 ,09-Jul-19," 2,670 "," 2,655 "," 2,137 ",,5/30/2019,365,6.899,365," 2,518.14 "
CODE FORMULAE,442, 324 ,10-Jul-19," 2,650 "," 2,635 "," 2,135 ",,5/31/2019,364,6.8992, 364 ," 2,510.62 "
CODE FORMULAE,443, 323 ,11-Jul-19," 2,640 "," 2,615 "," 2,123 ",,6/3/2019,364,6.8896, 364 ," 2,504.37 "
CODE FORMULAE,444, 322 ,12-Jul-19," 2,630 "," 2,605 "," 2,097 ",,6/4/2019,363,6.8822, 363 ," 2,498.93 "
CODE FORMULAE,445, 319 ,15-Jul-19," 2,580 "," 2,555 "," 2,047 ",,6/5/2019,363,6.8903, 363 ," 2,503.94 "
CODE FORMULAE,446, 318 ,16-Jul-19," 2,540 "," 2,515 "," 2,048 ",,6/6/2019,363,6.8945, 363 ," 2,505.46 "
CODE FORMULAE,447, 317 ,17-Jul-19," 2,530 "," 2,505 "," 2,052 ",,6/7/2019,363,6.8945, 363 ," 2,500.64 "
CODE FORMULAE,448, 316 ,18-Jul-19," 2,530 "," 2,505 "," 2,073 ",,6/10/2019,350,6.8925, 350 ," 2,414.44 "
CODE FORMULAE,449, 315 ,19-Jul-19," 2,530 "," 2,505 "," 2,064 ",,6/11/2019,350,6.893, 350 ," 2,412.55 "
CODE FORMULAE,450, 312 ,22-Jul-19," 2,530 "," 2,505 "," 2,066 ",,6/12/2019,347,6.8932, 347 ," 2,394.01 "
CODE FORMULAE,451, 311 ,23-Jul-19," 2,530 "," 2,505 "," 2,059 ",,6/13/2019,342,6.8934, 342 ," 2,354.79 "
CODE FORMULAE,452, 310 ,24-Jul-19," 2,530 "," 2,505 "," 2,062 ",,6/14/2019,340,6.8937, 340 ," 2,341.79 "
CODE FORMULAE,453, 309 ,25-Jul-19," 2,530 "," 2,505 "," 2,083 ",,6/17/2019,338,6.894, 338 ," 2,332.93 "
CODE FORMULAE,454, 308 ,26-Jul-19," 2,530 "," 2,505 "," 2,089 ",,6/18/2019,338,6.8942, 338 ," 2,333.00 "
CODE FORMULAE,455, 305 ,29-Jul-19," 2,530 "," 2,505 "," 2,082 ",,6/19/2019,339,6.8893, 339 ," 2,333.41 "
CODE FORMULAE,456, 304 ,30-Jul-19," 2,505 "," 2,475 "," 2,085 ",,6/20/2019,332,6.8805, 332 ," 2,287.08 "
CODE FORMULAE,457, 303 ,31-Jul-19," 2,490 "," 2,465 "," 2,077 ",,6/21/2019,328,6.8472, 328 ," 2,245.20 "
CODE FORMULAE,458, 302 ,01-Aug-19," 2,490 "," 2,465 "," 2,079 ",,6/24/2019,330,6.8503, 330 ," 2,258.54 "
CODE FORMULAE,459, 301 ,02-Aug-19," 2,490 "," 2,465 "," 2,075 ",,6/25/2019,322,6.858, 322 ," 2,206.22 "
CODE FORMULAE,460, 298 ,05-Aug-19," 2,480 "," 2,445 "," 2,075 ",,6/26/2019,322,6.8701, 322 ," 2,212.86 "
CODE FORMULAE,461, 297 ,06-Aug-19," 2,480 "," 2,445 "," 2,090 ",,6/27/2019,327,6.8778, 327 ," 2,251.79 "
CODE FORMULAE,462, 296 ,07-Aug-19," 2,480 "," 2,445 "," 2,095 ",,6/28/2019,323,6.8747, 323 ," 2,222.59 "
CODE FORMULAE,463, 295 ,08-Aug-19," 2,480 "," 2,445 "," 2,094 ",,7/1/2019,321,6.8716, 321 ," 2,206.47 "
CODE FORMULAE,464, 294 ,09-Aug-19," 2,480 "," 2,445 "," 2,088 ",,7/2/2019,320,6.8513, 320 ," 2,192.42 "
CODE FORMULAE,465, 291 ,12-Aug-19," 2,480 "," 2,445 "," 2,087 ",,7/3/2019,319,6.864, 319 ," 2,191.68 "
CODE FORMULAE,466, 290 ,13-Aug-19," 2,480 "," 2,445 "," 2,091 ",,7/4/2019,318,6.8705, 318 ," 2,185.51 "
CODE FORMULAE,467, 289 ,14-Aug-19," 2,480 "," 2,445 "," 2,108 ",,7/5/2019,317,6.8697, 317 ," 2,180.44 "
CODE FORMULAE,468, 288 ,15-Aug-19," 2,480 "," 2,445 "," 2,082 ",,7/8/2019,314,6.8881, 314 ," 2,160.80 "
CODE FORMULAE,469, 287 ,16-Aug-19," 2,480 "," 2,445 "," 2,082 ",,7/9/2019,310,6.8853, 310 ," 2,136.51 "
CODE FORMULAE,470, 284 ,19-Aug-19," 2,480 "," 2,445 "," 2,094 ",,7/10/2019,310,6.8856, 310 ," 2,134.54 "
CODE FORMULAE,471, 283 ,20-Aug-19," 2,490 "," 2,445 "," 2,102 ",,7/11/2019,309,6.8677, 309 ," 2,123.49 "
CODE FORMULAE,472, 282 ,21-Aug-19," 2,490 "," 2,445 "," 2,100 ",,7/12/2019,305,6.8662, 305 ," 2,096.94 "
CODE FORMULAE,473, 281 ,22-Aug-19," 2,490 "," 2,445 "," 2,107 ",,7/15/2019,298,6.8677, 298 ," 2,047.26 "
CODE FORMULAE,474, 280 ,23-Aug-19," 2,490 "," 2,445 "," 2,100 ",,7/16/2019,298,6.871, 298 ," 2,048.25 "
CODE FORMULAE,475, 277 ,26-Aug-19," 2,500 "," 2,445 "," 2,099 ",,7/17/2019,298,6.8827, 298 ," 2,051.73 "
CODE FORMULAE,476, 276 ,27-Aug-19," 2,515 "," 2,455 "," 2,124 ",,7/18/2019,302,6.8761, 302 ," 2,073.14 "
CODE FORMULAE,477, 275 ,28-Aug-19," 2,515 "," 2,465 "," 2,126 ",,7/19/2019,301,6.8635, 301 ," 2,063.85 "
CODE FORMULAE,478, 274 ,29-Aug-19," 2,525 "," 2,475 "," 2,128 ",,7/22/2019,301,6.8759, 301 ," 2,066.21 "
CODE FORMULAE,479, 273 ,30-Aug-19," 2,525 "," 2,475 "," 2,121 ",,7/23/2019,299,6.8818, 299 ," 2,059.03 "
CODE FORMULAE,480, 270 ,02-Sep-19," 2,545 "," 2,495 "," 2,122 ",,7/24/2019,300,6.886, 300 ," 2,062.36 "
CODE FORMULAE,481, 269 ,03-Sep-19," 2,545 "," 2,495 "," 2,124 ",,7/25/2019,303,6.8737, 303 ," 2,083.42 "
CODE FORMULAE,482, 268 ,04-Sep-19," 2,545 "," 2,495 "," 2,119 ",,7/26/2019,304,6.8796, 304 ," 2,088.65 "
CODE FORMULAE,483, 267 ,05-Sep-19," 2,560 "," 2,515 "," 2,119 ",,7/29/2019,303,6.8821, 303 ," 2,081.84 "
CODE FORMULAE,484, 266 ,06-Sep-19," 2,560 "," 2,515 "," 2,118 ",,7/30/2019,303,6.8862, 303 ," 2,085.14 "
CODE FORMULAE,485, 263 ,09-Sep-19," 2,565 "," 2,515 "," 2,098 ",,7/31/2019,302,6.8841, 302 ," 2,076.93 "
CODE FORMULAE,486, 262 ,10-Sep-19," 2,565 "," 2,515 "," 2,087 ",,8/1/2019,302,6.8938, 302 ," 2,079.17 "
CODE FORMULAE,487, 261 ,11-Sep-19," 2,570 "," 2,525 "," 2,085 ",,8/2/2019,301,6.8996, 301 ," 2,075.40 "
CODE FORMULAE,488, 260 ,12-Sep-19," 2,570 "," 2,525 "," 2,079 ",,8/5/2019,300,6.9225, 300 ," 2,074.67 "
CODE FORMULAE,489, 259 ,13-Sep-19," 2,570 "," 2,525 "," 2,083 ",,8/6/2019,300,6.9683, 300 ," 2,089.79 "
CODE FORMULAE,490, 256 ,16-Sep-19," 2,570 "," 2,525 "," 2,072 ",,8/7/2019,299,6.9996, 299 ," 2,094.98 "
CODE FORMULAE,491, 255 ,17-Sep-19," 2,580 "," 2,535 "," 2,069 ",,8/8/2019,299,7.0039, 299 ," 2,094.17 "
CODE FORMULAE,492, 254 ,18-Sep-19," 2,580 "," 2,535 "," 2,069 ",,8/9/2019,298,7.0136, 298 ," 2,087.95 "
CODE FORMULAE,493, 253 ,19-Sep-19," 2,580 "," 2,535 "," 2,068 ",,8/12/2019,297,7.0211, 297 ," 2,087.37 "
CODE FORMULAE,494, 252 ,20-Sep-19," 2,590 "," 2,535 "," 2,066 ",,8/13/2019,297,7.0326, 297 ," 2,090.79 "
CODE FORMULAE,495, 249 ,23-Sep-19," 2,600 "," 2,535 "," 2,063 ",,8/14/2019,300,7.0312, 300 ," 2,107.95 "
CODE FORMULAE,496, 248 ,24-Sep-19," 2,600 "," 2,535 "," 2,077 ",,8/15/2019,296,7.0268, 296 ," 2,082.04 "
CODE FORMULAE,497, 247 ,25-Sep-19," 2,600 "," 2,535 "," 2,064 ",,8/16/2019,296,7.0312, 296 ," 2,081.94 "
CODE FORMULAE,498, 246 ,26-Sep-19," 2,600 "," 2,535 "," 2,058 ",,8/19/2019,298,7.0365, 298 ," 2,094.06 "
CODE FORMULAE,499, 245 ,27-Sep-19," 2,600 "," 2,535 "," 2,054 ",-7.6%,8/20/2019,298,7.0454, 298 ," 2,101.64 "
CODE FORMULAE,500, 235 ,07-Oct-19," 2,600 "," 2,535 "," 2,041 ", 372 ,8/21/2019,298,7.0433, 298 ," 2,099.61 "
CODE FORMULAE,501, 234 ,08-Oct-19," 2,600 "," 2,535 "," 2,011 ",,8/22/2019,299,7.049, 299 ," 2,106.95 "
CODE FORMULAE,502, 233 ,09-Oct-19," 2,610 "," 2,545 "," 1,985 ",,8/23/2019,298,7.0572, 298 ," 2,099.52 "
CODE FORMULAE,503, 232 ,10-Oct-19," 2,610 "," 2,545 "," 1,975 ",,8/26/2019,298,7.057, 298 ," 2,099.46 "
CODE FORMULAE,504, 231 ,11-Oct-19," 2,610 "," 2,545 "," 1,984 ",,8/27/2019,300,7.081, 300 ," 2,124.30 "
CODE FORMULAE,505, 228 ,14-Oct-19," 2,610 "," 2,545 "," 1,968 ",,8/28/2019,300,7.0835, 300 ," 2,125.76 "
CODE FORMULAE,506, 227 ,15-Oct-19," 2,610 "," 2,545 "," 1,960 ",,8/29/2019,300,7.0858, 300 ," 2,127.87 "
CODE FORMULAE,507, 226 ,16-Oct-19," 2,610 "," 2,545 "," 1,961 ",,8/30/2019,299,7.0879, 299 ," 2,121.41 "
CODE FORMULAE,508, 225 ,17-Oct-19," 2,610 "," 2,545 "," 1,962 ",,9/2/2019,299,7.0883, 299 ," 2,122.24 "
CODE FORMULAE,509, 224 ,18-Oct-19," 2,610 "," 2,545 "," 1,967 ",,9/3/2019,300,7.0884, 300 ," 2,123.68 "
CODE FORMULAE,510, 221 ,21-Oct-19," 2,610 "," 2,545 "," 1,974 ",,9/4/2019,299,7.0878, 299 ," 2,119.25 "
CODE FORMULAE,511, 220 ,22-Oct-19," 2,610 "," 2,545 "," 1,974 ",,9/5/2019,299,7.0852, 299 ," 2,119.18 "
CODE FORMULAE,512, 219 ,23-Oct-19," 2,610 "," 2,545 "," 1,977 ",,9/6/2019,299,7.0855, 299 ," 2,117.86 "
CODE FORMULAE,513, 218 ,24-Oct-19," 2,610 "," 2,545 "," 1,971 ",,9/9/2019,296,7.0851, 296 ," 2,097.90 "
CODE FORMULAE,514, 217 ,25-Oct-19," 2,610 "," 2,545 "," 1,978 ",,9/10/2019,295,7.0846, 295 ," 2,087.12 "
CODE FORMULAE,515, 214 ,28-Oct-19," 2,610 "," 2,545 "," 1,996 ",,9/11/2019,294,7.0843, 294 ," 2,084.91 "
CODE FORMULAE,516, 213 ,29-Oct-19," 2,610 "," 2,545 "," 1,994 ",,9/12/2019,294,7.0846, 294 ," 2,079.33 "
CODE FORMULAE,517, 212 ,30-Oct-19," 2,610 "," 2,545 "," 1,995 ",,9/13/2019,294,7.0846, 294 ," 2,082.87 "
CODE FORMULAE,518, 211 ,31-Oct-19," 2,600 "," 2,545 "," 2,013 ",,9/16/2019,293,7.0657, 293 ," 2,071.66 "
CODE FORMULAE,519, 210 ,01-Nov-19," 2,600 "," 2,545 "," 2,009 ",,9/17/2019,293,7.073, 293 ," 2,068.85 "
CODE FORMULAE,520, 207 ,04-Nov-19," 2,600 "," 2,545 "," 2,007 ",,9/18/2019,293,7.0728, 293 ," 2,068.79 "
CODE FORMULAE,521, 206 ,05-Nov-19," 2,600 "," 2,545 "," 2,006 ",,9/19/2019,292,7.0732, 292 ," 2,068.20 "
CODE FORMULAE,522, 205 ,06-Nov-19," 2,595 "," 2,545 "," 1,989 ",,9/20/2019,292,7.073, 292 ," 2,066.02 "
CODE FORMULAE,523, 204 ,07-Nov-19," 2,590 "," 2,535 "," 1,985 ",,9/23/2019,292,7.0734, 292 ," 2,063.31 "
CODE FORMULAE,524, 203 ,08-Nov-19," 2,590 "," 2,535 "," 1,973 ",,9/24/2019,294,7.0729, 294 ," 2,077.31 "
CODE FORMULAE,525, 200 ,11-Nov-19," 2,590 "," 2,535 "," 1,958 ",,9/25/2019,292,7.0724, 292 ," 2,063.73 "
CODE FORMULAE,526, 199 ,12-Nov-19," 2,580 "," 2,535 "," 1,961 ",,9/26/2019,291,7.0729, 291 ," 2,058.21 "
CODE FORMULAE,527, 198 ,13-Nov-19," 2,580 "," 2,535 "," 1,959 ",,9/27/2019,290,7.0731, 290 ," 2,054.03 "
CODE FORMULAE,528, 197 ,14-Nov-19," 2,580 "," 2,535 "," 1,970 ",,10/7/2019,289,7.0729, 289 ," 2,040.53 "
CODE FORMULAE,529, 196 ,15-Nov-19," 2,580 "," 2,535 "," 1,954 ",,10/8/2019,284,7.0726, 284 ," 2,010.74 "
CODE FORMULAE,530, 193 ,18-Nov-19," 2,580 "," 2,535 "," 1,948 ",,10/9/2019,281,7.0728, 281 ," 1,984.63 "
CODE FORMULAE,531, 192 ,19-Nov-19," 2,580 "," 2,535 "," 1,948 ",,10/10/2019,279,7.073, 279 ," 1,975.49 "
CODE FORMULAE,532, 191 ,20-Nov-19," 2,560 "," 2,505 "," 1,956 ",,10/11/2019,281,7.0727, 281 ," 1,983.89 "
CODE FORMULAE,533, 190 ,21-Nov-19," 2,540 "," 2,485 "," 1,957 ",,10/14/2019,278,7.0725, 278 ," 1,967.57 "
CODE FORMULAE,534, 189 ,22-Nov-19," 2,540 "," 2,485 "," 1,964 ",,10/15/2019,277,7.0708, 277 ," 1,960.03 "
CODE FORMULAE,535, 186 ,25-Nov-19," 2,525 "," 2,475 "," 1,966 ",,10/16/2019,277,7.0746, 277 ," 1,961.08 "
CODE FORMULAE,536, 185 ,26-Nov-19," 2,515 "," 2,465 "," 1,950 ",,10/17/2019,277,7.0789, 277 ," 1,961.56 "
CODE FORMULAE,537, 184 ,27-Nov-19," 2,505 "," 2,455 "," 1,933 ",,10/18/2019,278,7.069, 278 ," 1,967.30 "
