updated,Refiney No.,Refiney Name,Refiney Prov,Bx Prov category,Bx origin Prov,Bx Origin Cty,Owner,Bauxite,Self Supply,column 1,column 2,column 3,column 4,column 5,Allocation
,40.1,Xinwang L-B,Shanxi,Inner Mongolia,L-B,BXG,Other,Imported,51,,,,,,0.0
,40.1,Xinwang L-B,Other,Inner Mongolia,L-B,BXG,Other,Imported,51,,,,,,0.0
,40.2,Xinwang H-B,Guangxi,Inner Mongolia,H-B,BXG,Other,Domestic,52,,,,,,0.0
,40.2,Xinwang H-B,Guizhou,Inner Mongolia,H-B,BXG,Other,Domestic,52,,,,,,0.0
,40.2,Xinwang H-B,Henan,Inner Mongolia,H-B,BXG,Other,Domestic,52,,,,,,0.0
,40.2,Xinwang H-B,Shanxi,Inner Mongolia,H-B,BXG,Other,Domestic,52,,,,,,3967.5790563499995
,40.2,Xinwang H-B,Other,Inner Mongolia,H-B,BXG,Other,Domestic,52,,,,,,0.0
,41,Datang Tuoketuo Fly Ash,Guangxi,Inner Mongolia,fly ash,Private,Other,Fly ash,53,,,,,,0.0
,41,Datang Tuoketuo Fly Ash,Guizhou,Inner Mongolia,fly ash,Private,Other,Fly ash,53,,,,,,0.0
,41,Datang Tuoketuo Fly Ash,Henan,Inner Mongolia,fly ash,Private,Other,Fly ash,53,,,,,,0.0
,41,Datang Tuoketuo Fly Ash,Shanxi,Inner Mongolia,fly ash,Private,Other,Fly ash,53,,,,,,0.0
,41,Datang Tuoketuo Fly Ash,Other,Inner Mongolia,fly ash,Private,Other,Fly ash,53,,,,,,0.0
,42.1,Mengxi Fly Ash,Guangxi,Inner Mongolia,fly ash,Private,Other,Fly ash,54,,,,,,0.0
,42.1,Mengxi Fly Ash,Guizhou,Inner Mongolia,fly ash,Private,Other,Fly ash,54,,,,,,0.0
,42.1,Mengxi Fly Ash,Henan,Inner Mongolia,fly ash,Private,Other,Fly ash,54,,,,,,0.0
,42.1,Mengxi Fly Ash,Shanxi,Inner Mongolia,fly ash,Private,Other,Fly ash,54,,,,,,0.0
,42.1,Mengxi Fly Ash,Other,Inner Mongolia,fly ash,Private,Other,Fly ash,54,,,,,,0.0
,42.2,Mengxi import,Guangxi,Inner Mongolia,L-B,Private,Other,Imported,55,,,,,,0.0
,42.2,Mengxi import,Guizhou,Inner Mongolia,L-B,Private,Other,Imported,55,,,,,,0.0
,42.2,Mengxi import,Henan,Inner Mongolia,L-B,Private,Other,Imported,55,,,,,,0.0
,42.2,Mengxi import,Shanxi,Inner Mongolia,L-B,Private,Other,Imported,55,,,,,,0.0
,42.2,Mengxi import,Other,Inner Mongolia,L-B,Private,Other,Imported,55,,,,,,0.0
,43.1,Qihui H-B,Guangxi,Inner Mongolia,H-B,Jinguotou,Other,Imported,56,,,,,,0.0
,43.1,Qihui H-B,Guizhou,Inner Mongolia,H-B,Jinguotou,Other,Imported,56,,,,,,0.0
,43.1,Qihui H-B,Henan,Inner Mongolia,H-B,Jinguotou,Other,Imported,56,,,,,,0.0
,43.1,Qihui H-B,Shanxi,Inner Mongolia,H-B,Jinguotou,Other,Imported,56,,,,,,0.0
,43.1,Qihui H-B,Other,Inner Mongolia,H-B,Jinguotou,Other,Imported,56,,,,,,0.0
,43.2,Qihui L-B,Guangxi,Inner Mongolia,L-B,Jinguotou,Other,Imported,57,,,,,,0.0
,43.2,Qihui L-B,Guizhou,Inner Mongolia,L-B,Jinguotou,Other,Imported,57,,,,,,0.0
,43.2,Qihui L-B,Henan,Inner Mongolia,L-B,Jinguotou,Other,Imported,57,,,,,,0.0
,43.2,Qihui L-B,Shanxi,Inner Mongolia,L-B,Jinguotou,Other,Imported,57,,,,,,0.0
,43.2,Qihui L-B,Other,Inner Mongolia,L-B,Jinguotou,Other,Imported,57,,,,,,0.0
,44,Jinjiang Lianyungang,Guangxi,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,58,,,,,,0.0
,44,Jinjiang Lianyungang,Guizhou,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,58,,,,,,0.0
,44,Jinjiang Lianyungang,Henan,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,58,,,,,,0.0
,44,Jinjiang Lianyungang,Shanxi,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,58,,,,,,0.0
,44,Jinjiang Lianyungang,Other,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,58,,,,,,0.0
,45,Chalco Lianyungang,Guangxi,Jiangsu,L-B,Chalco,Chalco,Imported,59,,,,,,0.0
,45,Chalco Lianyungang,Guizhou,Jiangsu,L-B,Chalco,Chalco,Imported,59,,,,,,0.0
,45,Chalco Lianyungang,Henan,Jiangsu,L-B,Chalco,Chalco,Imported,59,,,,,,0.0
,45,Chalco Lianyungang,Shanxi,Jiangsu,L-B,Chalco,Chalco,Imported,59,,,,,,0.0
,45,Chalco Lianyungang,Other,Jiangsu,L-B,Chalco,Chalco,Imported,59,,,,,,0.0
,46.1,Chalco Shandong L-B,Guangxi,Shandong,L-B,Chalco,Chalco,Imported,60,,,,,,0.0
,46.1,Chalco Shandong L-B,Guizhou,Shandong,L-B,Chalco,Chalco,Imported,60,,,,,,0.0
,46.1,Chalco Shandong L-B,Henan,Shandong,L-B,Chalco,Chalco,Imported,60,,,,,,0.0
,46.1,Chalco Shandong L-B,Shanxi,Shandong,L-B,Chalco,Chalco,Imported,60,,,,,,0.0
,46.1,Chalco Shandong L-B,Other,Shandong,L-B,Chalco,Chalco,Imported,60,,,,,,0.0
,46.2,Chalco Shandong sinter,Guangxi,Shandong,Sintering,Chalco,Chalco,Domestic,61,,,,,,0.0
,46.2,Chalco Shandong sinter,Guizhou,Shandong,Sintering,Chalco,Chalco,Domestic,61,,,,,,0.0
,46.2,Chalco Shandong sinter,Henan,Shandong,Sintering,Chalco,Chalco,Domestic,61,,,,,,0.0
,46.2,Chalco Shandong sinter,Shanxi,Shandong,Sintering,Chalco,Chalco,Domestic,61,,,,,,6273.95282
,46.2,Chalco Shandong sinter,Other,Shandong,Sintering,Chalco,Chalco,Domestic,61,,,,,,0.0
,46.3,Chalco Shandong sinter import,Guangxi,Shandong,L-B,Chalco,Chalco,Imported,62,,,,,,0.0
,46.3,Chalco Shandong sinter import,Guizhou,Shandong,L-B,Chalco,Chalco,Imported,62,,,,,,0.0
,46.3,Chalco Shandong sinter import,Henan,Shandong,L-B,Chalco,Chalco,Imported,62,,,,,,0.0
,46.3,Chalco Shandong sinter import,Shanxi,Shandong,L-B,Chalco,Chalco,Imported,62,,,,,,0.0
,46.3,Chalco Shandong sinter import,Other,Shandong,L-B,Chalco,Chalco,Imported,62,,,,,,0.0
,47.1,Chiping Xinfa L-B,Guangxi,Shandong,L-B,Xinfa,Xinfa,Imported,63,,,,,,0.0
,47.1,Chiping Xinfa L-B,Guizhou,Shandong,L-B,Xinfa,Xinfa,Imported,63,,,,,,0.0
,47.1,Chiping Xinfa L-B,Henan,Shandong,L-B,Xinfa,Xinfa,Imported,63,,,,,,0.0
,47.1,Chiping Xinfa L-B,Shanxi,Shandong,L-B,Xinfa,Xinfa,Imported,63,,,,,,0.0
,47.1,Chiping Xinfa L-B,Other,Shandong,L-B,Xinfa,Xinfa,Imported,63,,,,,,0.0
,47.2,Chiping Xinfa H-B,Guangxi,Shandong,H-B,Xinfa,Xinfa,Imported,64,,,,,,0.0
,47.2,Chiping Xinfa H-B,Guizhou,Shandong,H-B,Xinfa,Xinfa,Imported,64,,,,,,0.0
,47.2,Chiping Xinfa H-B,Henan,Shandong,H-B,Xinfa,Xinfa,Imported,64,,,,,,0.0
,47.2,Chiping Xinfa H-B,Shanxi,Shandong,H-B,Xinfa,Xinfa,Imported,64,,,,,,0.0
,47.2,Chiping Xinfa H-B,Other,Shandong,H-B,Xinfa,Xinfa,Imported,64,,,,,,0.0
,48,Lubei,Guangxi,Shandong,L-B,Lubei Group,Jinjiang,Imported,65,,,,,,0.0
,48,Lubei,Guizhou,Shandong,L-B,Lubei Group,Jinjiang,Imported,65,,,,,,0.0
,48,Lubei,Henan,Shandong,L-B,Lubei Group,Jinjiang,Imported,65,,,,,,0.0
,48,Lubei,Shanxi,Shandong,L-B,Lubei Group,Jinjiang,Imported,65,,,,,,0.0
,48,Lubei,Other,Shandong,L-B,Lubei Group,Jinjiang,Imported,65,,,,,,0.0
,49.1,Nanshan Donghai H-B,Guangxi,Shandong,H-B,Nanshan Group,Nanshan,Imported,66,,,,,,0.0
,49.1,Nanshan Donghai H-B,Guizhou,Shandong,H-B,Nanshan Group,Nanshan,Imported,66,,,,,,0.0
,49.1,Nanshan Donghai H-B,Henan,Shandong,H-B,Nanshan Group,Nanshan,Imported,66,,,,,,0.0
,49.1,Nanshan Donghai H-B,Shanxi,Shandong,H-B,Nanshan Group,Nanshan,Imported,66,,,,,,0.0
,49.1,Nanshan Donghai H-B,Other,Shandong,H-B,Nanshan Group,Nanshan,Imported,66,,,,,,0.0
,49.2,Nanshan Donghai L-B,Guangxi,Shandong,L-B,Nanshan Group,Nanshan,Imported,67,,,,,,0.0
,49.2,Nanshan Donghai L-B,Guizhou,Shandong,L-B,Nanshan Group,Nanshan,Imported,67,,,,,,0.0
,49.2,Nanshan Donghai L-B,Henan,Shandong,L-B,Nanshan Group,Nanshan,Imported,67,,,,,,0.0
,49.2,Nanshan Donghai L-B,Shanxi,Shandong,L-B,Nanshan Group,Nanshan,Imported,67,,,,,,0.0
,49.2,Nanshan Donghai L-B,Other,Shandong,L-B,Nanshan Group,Nanshan,Imported,67,,,,,,0.0
,50,Bochuang,Guangxi,Shandong,L-B,Chuangxin Group,Other,Imported,68,,,,,,0.0
,50,Bochuang,Guizhou,Shandong,L-B,Chuangxin Group,Other,Imported,68,,,,,,0.0
,50,Bochuang,Henan,Shandong,L-B,Chuangxin Group,Other,Imported,68,,,,,,0.0
,50,Bochuang,Shanxi,Shandong,L-B,Chuangxin Group,Other,Imported,68,,,,,,0.0
,50,Bochuang,Other,Shandong,L-B,Chuangxin Group,Other,Imported,68,,,,,,0.0
,51,Nanhan,Guangxi,Shandong,L-B,Private,Other,Imported,69,,,,,,0.0
,51,Nanhan,Guizhou,Shandong,L-B,Private,Other,Imported,69,,,,,,0.0
,51,Nanhan,Henan,Shandong,L-B,Private,Other,Imported,69,,,,,,0.0
,51,Nanhan,Shanxi,Shandong,L-B,Private,Other,Imported,69,,,,,,0.0
,51,Nanhan,Other,Shandong,L-B,Private,Other,Imported,69,,,,,,0.0
,52.1,Weiqiao - Binzhou L-B,Guangxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,70,,,,,,0.0
,52.1,Weiqiao - Binzhou L-B,Guizhou,Shandong,L-B,Weiqiao,Weiqiao,Imported,70,,,,,,0.0
,52.1,Weiqiao - Binzhou L-B,Henan,Shandong,L-B,Weiqiao,Weiqiao,Imported,70,,,,,,0.0
,52.1,Weiqiao - Binzhou L-B,Shanxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,70,,,,,,0.0
,52.1,Weiqiao - Binzhou L-B,Other,Shandong,L-B,Weiqiao,Weiqiao,Imported,70,,,,,,0.0
,52.2,Weiqiao - Binzhou H-B,Guangxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,71,,,,,,0.0
,52.2,Weiqiao - Binzhou H-B,Guizhou,Shandong,H-B,Weiqiao,Weiqiao,Imported,71,,,,,,0.0
,52.2,Weiqiao - Binzhou H-B,Henan,Shandong,H-B,Weiqiao,Weiqiao,Imported,71,,,,,,0.0
,52.2,Weiqiao - Binzhou H-B,Shanxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,71,,,,,,0.0
,52.2,Weiqiao - Binzhou H-B,Other,Shandong,H-B,Weiqiao,Weiqiao,Imported,71,,,,,,0.0
,53.1,Weiqiao-Wudi-Zhanhua L-B,Guangxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,72,,,,,,0.0
,53.1,Weiqiao-Wudi-Zhanhua L-B,Guizhou,Shandong,L-B,Weiqiao,Weiqiao,Imported,72,,,,,,0.0
,53.1,Weiqiao-Wudi-Zhanhua L-B,Henan,Shandong,L-B,Weiqiao,Weiqiao,Imported,72,,,,,,0.0
,53.1,Weiqiao-Wudi-Zhanhua L-B,Shanxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,72,,,,,,0.0
,53.1,Weiqiao-Wudi-Zhanhua L-B,Other,Shandong,L-B,Weiqiao,Weiqiao,Imported,72,,,,,,0.0
,53.2,Weiqiao-Wudi-Zhanhua H-B,Guangxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,73,,,,,,0.0
,53.2,Weiqiao-Wudi-Zhanhua H-B,Guizhou,Shandong,H-B,Weiqiao,Weiqiao,Imported,73,,,,,,0.0
,53.2,Weiqiao-Wudi-Zhanhua H-B,Henan,Shandong,H-B,Weiqiao,Weiqiao,Imported,73,,,,,,0.0
,53.2,Weiqiao-Wudi-Zhanhua H-B,Shanxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,73,,,,,,0.0
,53.2,Weiqiao-Wudi-Zhanhua H-B,Other,Shandong,H-B,Weiqiao,Weiqiao,Imported,73,,,,,,0.0
,54,Aokaida,Guangxi,Shanxi,H-B,Aokaida,Other,Domestic,74,,,,,,0.0
,54,Aokaida,Guizhou,Shanxi,H-B,Aokaida,Other,Domestic,74,,,,,,0.0
,54,Aokaida,Henan,Shanxi,H-B,Aokaida,Other,Domestic,74,,,,,,0.0
,54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,74,,,,,,7465.820419
,54,Aokaida,Other,Shanxi,H-B,Aokaida,Other,Domestic,74,,,,,,0.0
,55,Chalco Lvliang (Xing),Guangxi,Shanxi,H-B,Chalco,Chalco,Domestic,75,,,,,,0.0
,55,Chalco Lvliang (Xing),Guizhou,Shanxi,H-B,Chalco,Chalco,Domestic,75,,,,,,0.0
,55,Chalco Lvliang (Xing),Henan,Shanxi,H-B,Chalco,Chalco,Domestic,75,,,,,,0.0
,55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,75,,,,,,28062.120575
,55,Chalco Lvliang (Xing),Other,Shanxi,H-B,Chalco,Chalco,Domestic,75,,,,,,0.0
,56.1,Chalco Shanxi,Guangxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,76,,,,,,0.0
,56.1,Chalco Shanxi,Guizhou,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,76,,,,,,0.0
,56.1,Chalco Shanxi,Henan,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,76,,,,,,0.0
,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,76,,,,,,53820.17093180001
,56.1,Chalco Shanxi,Other,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,76,,,,,,0.0
,56.2,Chalco Shanxi import,Guangxi,Shanxi,L-B,Chalco,Chalco,Imported,77,,,,,,0.0
,56.2,Chalco Shanxi import,Guizhou,Shanxi,L-B,Chalco,Chalco,Imported,77,,,,,,0.0
,56.2,Chalco Shanxi import,Henan,Shanxi,L-B,Chalco,Chalco,Imported,77,,,,,,0.0
,56.2,Chalco Shanxi import,Shanxi,Shanxi,L-B,Chalco,Chalco,Imported,77,,,,,,0.0
,56.2,Chalco Shanxi import,Other,Shanxi,L-B,Chalco,Chalco,Imported,77,,,,,,0.0
,57.1,SPIC Shanxi,Guangxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,78,,,,,,0.0
,57.1,SPIC Shanxi,Guizhou,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,78,,,,,,0.0
,57.1,SPIC Shanxi,Henan,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,78,,,,,,0.0
,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,78,,,,,,79749.0840545
,57.1,SPIC Shanxi,Other,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,78,,,,,,0.0
,57.2,SPIC Shanxi import,Guangxi,Shanxi,L-B,SPIC,SPIC,Imported,79,,,,,,0.0
,57.2,SPIC Shanxi import,Guizhou,Shanxi,L-B,SPIC,SPIC,Imported,79,,,,,,0.0
,57.2,SPIC Shanxi import,Henan,Shanxi,L-B,SPIC,SPIC,Imported,79,,,,,,0.0
,57.2,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,79,,,,,,0.0
,57.2,SPIC Shanxi import,Other,Shanxi,L-B,SPIC,SPIC,Imported,79,,,,,,0.0
,58.1,Dongxu Tianyuan,Guangxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,80,,,,,,0.0
,58.1,Dongxu Tianyuan,Guizhou,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,80,,,,,,0.0
,58.1,Dongxu Tianyuan,Henan,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,80,,,,,,0.0
,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,80,,,,,,17752.019117
,58.1,Dongxu Tianyuan,Other,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,80,,,,,,0.0
,58.2,Dongxu Tianyuan import,Guangxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,81,,,,,,0.0
,58.2,Dongxu Tianyuan import,Guizhou,Shanxi,L-B,Tianyuan Chemical,Other,Imported,81,,,,,,0.0
,58.2,Dongxu Tianyuan import,Henan,Shanxi,L-B,Tianyuan Chemical,Other,Imported,81,,,,,,0.0
,58.2,Dongxu Tianyuan import,Shanxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,81,,,,,,0.0
,58.2,Dongxu Tianyuan import,Other,Shanxi,L-B,Tianyuan Chemical,Other,Imported,81,,,,,,0.0
,59.1,East Hope Lingshi,Guangxi,Shanxi,H-B,East Hope,East Hope,Domestic,82,,,,,,0.0
,59.1,East Hope Lingshi,Guizhou,Shanxi,H-B,East Hope,East Hope,Domestic,82,,,,,,0.0
,59.1,East Hope Lingshi,Henan,Shanxi,H-B,East Hope,East Hope,Domestic,82,,,,,,0.0
,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,82,,,,,,30061.795321999998
,59.1,East Hope Lingshi,Other,Shanxi,H-B,East Hope,East Hope,Domestic,82,,,,,,0.0
,59.2,East Hope Lingshi Import,Guangxi,Shanxi,L-B,East Hope,East Hope,Imported,83,,,,,,0.0
,59.2,East Hope Lingshi Import,Guizhou,Shanxi,L-B,East Hope,East Hope,Imported,83,,,,,,0.0
,59.2,East Hope Lingshi Import,Henan,Shanxi,L-B,East Hope,East Hope,Imported,83,,,,,,0.0
,59.2,East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,83,,,,,,0.0
,59.2,East Hope Lingshi Import,Other,Shanxi,L-B,East Hope,East Hope,Imported,83,,,,,,0.0
,60,Huaqing,Guangxi,Shanxi,H-B,Private,Other,Domestic,84,,,,,,0.0
,60,Huaqing,Guizhou,Shanxi,H-B,Private,Other,Domestic,84,,,,,,0.0
,60,Huaqing,Henan,Shanxi,H-B,Private,Other,Domestic,84,,,,,,0.0
,60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,84,,,,,,7617.9297277
,60,Huaqing,Other,Shanxi,H-B,Private,Other,Domestic,84,,,,,,0.0
,61,Qiangjin Alumimium,Guangxi,Shanxi,H-B,Private,Other,Domestic,85,,,,,,0.0
,61,Qiangjin Alumimium,Guizhou,Shanxi,H-B,Private,Other,Domestic,85,,,,,,0.0
,61,Qiangjin Alumimium,Henan,Shanxi,H-B,Private,Other,Domestic,85,,,,,,0.0
,61,Qiangjin Alumimium,Shanxi,Shanxi,H-B,Private,Other,Domestic,85,,,,,,9826.659443
,61,Qiangjin Alumimium,Other,Shanxi,H-B,Private,Other,Domestic,85,,,,,,0.0
,62,Senze,Guangxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,86,,,,,,0.0
,62,Senze,Guizhou,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,86,,,,,,0.0
,62,Senze,Henan,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,86,,,,,,0.0
,62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,86,,,,,,28621.037483
,62,Senze,Other,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,86,,,,,,0.0
,63,Taixing,Guangxi,Shanxi,H-B,Private,Other,Domestic,87,,,,,,0.0
,63,Taixing,Guizhou,Shanxi,H-B,Private,Other,Domestic,87,,,,,,0.0
,63,Taixing,Henan,Shanxi,H-B,Private,Other,Domestic,87,,,,,,0.0
,63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,87,,,,,,5666.663067
,63,Taixing,Other,Shanxi,H-B,Private,Other,Domestic,87,,,,,,0.0
,64,Wusheng,Guangxi,Shanxi,H-B,Private,Other,Domestic,88,,,,,,0.0
,64,Wusheng,Guizhou,Shanxi,H-B,Private,Other,Domestic,88,,,,,,0.0
,64,Wusheng,Henan,Shanxi,H-B,Private,Other,Domestic,88,,,,,,0.0
,64,Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,88,,,,,,8376.1115542
,64,Wusheng,Other,Shanxi,H-B,Private,Other,Domestic,88,,,,,,0.0
,65,Xinfa - Jiaokou,Guangxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,89,,,,,,0.0
,65,Xinfa - Jiaokou,Guizhou,Shanxi,H-B,Xinfa,Xinfa,Domestic,89,,,,,,0.0
,65,Xinfa - Jiaokou,Henan,Shanxi,H-B,Xinfa,Xinfa,Domestic,89,,,,,,0.0
,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,89,,,,,,55347.183211799995
,65,Xinfa - Jiaokou,Other,Shanxi,H-B,Xinfa,Xinfa,Domestic,89,,,,,,0.0
,66,Xinfa - Xiaoyi,Guangxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,90,,,,,,0.0
,66,Xinfa - Xiaoyi,Guizhou,Shanxi,H-B,Xinfa,Xinfa,Domestic,90,,,,,,0.0
,66,Xinfa - Xiaoyi,Henan,Shanxi,H-B,Xinfa,Xinfa,Domestic,90,,,,,,0.0
,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,90,,,,,,35384.2801497
,66,Xinfa - Xiaoyi,Other,Shanxi,H-B,Xinfa,Xinfa,Domestic,90,,,,,,0.0
,67.1,Xingan Chemical,Guangxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,91,,,,,,0.0
,67.1,Xingan Chemical,Guizhou,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,91,,,,,,0.0
,67.1,Xingan Chemical,Henan,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,91,,,,,,0.0
,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,91,,,,,,54688.5233597
,67.1,Xingan Chemical,Other,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,91,,,,,,0.0
,67.2,Xingan Chemical import,Guangxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,92,,,,,,0.0
,67.2,Xingan Chemical import,Guizhou,Shanxi,L-B,Jinjiang,Jinjiang,Imported,92,,,,,,0.0
,67.2,Xingan Chemical import,Henan,Shanxi,L-B,Jinjiang,Jinjiang,Imported,92,,,,,,0.0
,67.2,Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,92,,,,,,0.0
,67.2,Xingan Chemical import,Other,Shanxi,L-B,Jinjiang,Jinjiang,Imported,92,,,,,,0.0
,68,Yangquan Zhaofeng,Guangxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,93,,,,,,0.0
,68,Yangquan Zhaofeng,Guizhou,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,93,,,,,,0.0
,68,Yangquan Zhaofeng,Henan,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,93,,,,,,0.0
,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,93,,,,,,25610.4606547
,68,Yangquan Zhaofeng,Other,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,93,,,,,,0.0
,69,Gangyuan Jiaohua,Guangxi,Shanxi,H-B,Private,Other,Domestic,94,,,,,,0.0
,69,Gangyuan Jiaohua,Guizhou,Shanxi,H-B,Private,Other,Domestic,94,,,,,,0.0
,69,Gangyuan Jiaohua,Henan,Shanxi,H-B,Private,Other,Domestic,94,,,,,,441.650021
,69,Gangyuan Jiaohua,Shanxi,Shanxi,H-B,Private,Other,Domestic,94,,,,,,0.0
,69,Gangyuan Jiaohua,Other,Shanxi,H-B,Private,Other,Domestic,94,,,,,,0.0
,70.1,Xinghua (Chalco Jiaokou),Guangxi,Shanxi,H-B,Chalco,Chalco,Domestic,95,,,,,,0.0
,70.1,Xinghua (Chalco Jiaokou),Guizhou,Shanxi,H-B,Chalco,Chalco,Domestic,95,,,,,,0.0
,70.1,Xinghua (Chalco Jiaokou),Henan,Shanxi,H-B,Chalco,Chalco,Domestic,95,,,,,,0.0
,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,95,,,,,,24612.520692
,70.1,Xinghua (Chalco Jiaokou),Other,Shanxi,H-B,Chalco,Chalco,Domestic,95,,,,,,0.0
,70.2,Xinghua (Chalco Jiaokou) import,Guangxi,Shanxi,H-B,Chalco,Chalco,Imported,96,,,,,,0.0
,70.2,Xinghua (Chalco Jiaokou) import,Guizhou,Shanxi,H-B,Chalco,Chalco,Imported,96,,,,,,0.0
,70.2,Xinghua (Chalco Jiaokou) import,Henan,Shanxi,H-B,Chalco,Chalco,Imported,96,,,,,,0.0
,70.2,Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,96,,,,,,0.0
,70.2,Xinghua (Chalco Jiaokou) import,Other,Shanxi,H-B,Chalco,Chalco,Imported,96,,,,,,0.0
,71,Tiantong,Guangxi,Shanxi,H-B,Private,Other,Domestic,97,,,,,,0.0
,71,Tiantong,Guizhou,Shanxi,H-B,Private,Other,Domestic,97,,,,,,0.0
,71,Tiantong,Henan,Shanxi,H-B,Private,Other,Domestic,97,,,,,,0.0
,71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,97,,,,,,841.3277076
,71,Tiantong,Other,Shanxi,H-B,Private,Other,Domestic,97,,,,,,0.0
,72,Fusheng,Guangxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,98,,,,,,0.0
,72,Fusheng,Guizhou,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,98,,,,,,0.0
,72,Fusheng,Henan,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,98,,,,,,0.0
,72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,98,,,,,,15184.5610187
,72,Fusheng,Other,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,98,,,,,,0.0
,73,YMG - Wenshan,Guangxi,Yunnan,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,99,,,,,,0.0
,73,YMG - Wenshan,Guizhou,Yunnan,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,99,,,,,,0.0
,73,YMG - Wenshan,Henan,Yunnan,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,99,,,,,,0.0
