,nan_1,nan_1,Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,nan_1,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,nan_1,2018_1,2019_1,2020_1,2021_1,2022_1,2023_1,2024_1,2025_1,2026_1,2027_1,2028_1,2029_1,2030_1,2031_1
,,,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0.85,Mianchi,Henan,Mianchi,,615.9883633072176,1050.3557442755,648.3938994013494,667.0112952406137,0,0,0,0,0,0,0,0,0,0,,2.461606171,2.518452298,2.591104831,2.665503471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Ruzhou,Henan,Ruzhou,,19.6277899104512,33.46842750273356,20.660356582614032,21.253579370542802,0,0,0,0,0,0,0,0,0,0,,2.461606171,2.518452298,2.591104831,2.665503471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Xinmi,Henan,Xinmi,,102.8656980823312,175.40197722176657,108.2771933160367,111.38616668884356,0,0,0,0,0,0,0,0,0,0,,2.461606171,2.518452298,2.591104831,2.665503471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0,Baofeng,Henan,Baofeng,,36.98154255339136,44.68873844619024,29.98782537341736,30.14855127587707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.389354511,2.406093045,2.421868481,2.434848982,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0.7,Dengfeng,Henan,Dengfeng,,460.5044158369654,556.4765548365846,373.41671148166046,375.4181149578735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.389354511,2.406093045,2.421868481,2.434848982,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0,Ruzhou,Henan,Ruzhou,,7.353559864668153,8.886089945169724,5.962900784256681,5.9948601743722785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.389354511,2.406093045,2.421868481,2.434848982,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0,Xinmi,Henan,Xinmi,,27.527626912974277,33.26456481316793,22.321774912960066,22.441413045192505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.389354511,2.406093045,2.421868481,2.434848982,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0,Yuzhou,Henan,Yuzhou,,64.97148258200089,78.51196545888757,52.684483647705456,52.96685694668459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.389354511,2.406093045,2.421868481,2.434848982,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,2.441214659,
,,,35,Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,0.7,Mianchi,Henan,Mianchi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,36,Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,0,Xin'an,Henan,Xin'an,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,2.660458167,
,,,37,Jialu Xianfeng,Hubei,Other,H-B,Private,Other,Domestic,0.5,Yicheng,Other,Yicheng,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,2.443523027,
,,,38,Jinshi,Hubei,Other,H-B,Private,Other,Domestic,1,Yicheng,Other,Yicheng,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,2.381472704,
,,,39,Huixiang,Hunan,Other,H-B,Private,Other,Domestic,0.5,Chenxi,Other,Chenxi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Huairen,Shanxi,Huairen,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Loufan,Shanxi,Loufan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Ningwu,Shanxi,Ningwu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Shenchi,Shanxi,Shenchi,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Shuozhou,Shanxi,Shuozhou,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Wutai,Shanxi,Wutai,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,2.550416156,
,,,46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,1,Yangquan,Shanxi,Yangquan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,0,Lin,Shanxi,Lin,,159.6212981932387,306.4837719108862,167.7998743417458,171.7526946492874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.462831313,2.52202879,2.589020322,2.650009236,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,
,,,54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,1,Xing,Shanxi,Xing,,234.43171188676135,450.12486508911377,246.4433771782542,252.2487831107126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.462831313,2.52202879,2.589020322,2.650009236,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,
,,,55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,1,Xing,Shanxi,Xing,,3995.5233366435127,2306.1919402853537,2165.1095967363626,0,0,0,0,0,0,0,0,0,0,0,,2.555041535,2.66860346,2.769071524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.8,Yuanping,Shanxi,Yuanping,,859.055579856488,495.8416927146469,465.50835106363706,0,0,0,0,0,0,0,0,0,0,0,,2.555041535,2.66860346,2.769071524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Gu,Shanxi,Gu,,193.6245265631949,128.50774657044764,80.4239127786835,81.91839019845506,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0.8,Jiaokou,Shanxi,Jiaokou,,812.5405238722196,539.2795715160096,337.4969554785051,343.76849290782974,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0.5,Loufan,Shanxi,Loufan,,549.8348203443902,364.92295166626656,228.37947453742612,232.62333629499454,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Ningwu,Shanxi,Ningwu,,181.14588353972846,120.22572608643975,75.24078171605935,76.6389435989566,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Pinglu,Shanxi,Pinglu,,680.1196882397776,451.3924453954107,282.49461706603097,287.7440735003876,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Qinyuan,Shanxi,Qinyuan,,393.53067808551714,261.1845799948516,163.45696225501763,166.49440137920956,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xia,Shanxi,Xia,,27.042295065534578,17.947852282188908,11.232291788076513,11.441015858686699,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,920.762326170959,611.1059056589852,382.44797972793066,389.5548195992199,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xing,Shanxi,Xing,,1286.886786118678,854.1010992293998,534.5214910522704,544.4542370622602,0,0,0,0,0,0,0,0,0,0,,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.9,Huairen,Shanxi,Huairen,,35.57091773136589,23.456019608417826,11.933066971211362,12.113642696940609,10.968780474927533,11.216334893944868,11.524748919631952,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Loufan,Shanxi,Loufan,,1052.9242154193353,694.3146991475031,353.2271861271048,358.5723547778868,324.6836267450589,332.0114118864463,341.1406842452121,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Ningwu,Shanxi,Ningwu,,578.1520807405262,381.24252640632153,193.9541608435465,196.8891492616141,178.28112568412777,182.3047526125154,187.3175614477319,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shenchi,Shanxi,Shenchi,,218.29966206709824,143.9502121544004,73.23354732966187,74.34174533011594,67.31569562101711,68.83494363206994,70.72768865744993,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shuozhou,Shanxi,Shuozhou,,261.9898919927016,172.7602332387758,87.89042077968594,89.22041218551894,80.7881773987497,82.6114858663712,84.88304258832625,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.8,Wutai,Shanxi,Wutai,,1064.990767085535,702.2715720802131,357.2751831518588,362.6816076392384,328.40451349067143,335.8162753292537,345.0501694974325,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Xing,Shanxi,Xing,,3755.224443408363,2476.253743122478,1259.7747720073007,1278.8381648684508,1157.974974525534,1184.1093130429774,1216.668604785087,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Yuanping,Shanxi,Yuanping,,546.6704691550743,360.4830592418909,183.39294388963026,186.16811594023437,168.57333885991372,172.3778707364215,177.11772145912843,0,0,0,0,0,0,0,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,
,,,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Lin,Shanxi,Lin,,150.46640878804408,153.27414418265263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
,,,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0.7,Qinyuan,Shanxi,Qinyuan,,308.3544867385955,314.1084474629582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
,,,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,344.3387018733604,350.76413575438903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
,,,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Jiaokou,Shanxi,Jiaokou,,1414.1589926767374,1479.7779542671237,1294.6100034900587,0,0,0,0,0,0,0,0,0,0,0,,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,1,Lingshi,Shanxi,Lingshi,,2655.1315545874263,2778.333384367623,2430.674265730698,0,0,0,0,0,0,0,0,0,0,0,,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,285.6320702066982,298.88579905963223,261.4855453468058,0,0,0,0,0,0,0,0,0,0,0,,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Xiangyuan,Shanxi,Xiangyuan,,698.0618268291375,730.4528751056212,639.0496604324371,0,0,0,0,0,0,0,0,0,0,0,,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,66.43394499182503,103.46074087439273,108.59056903022828,115.33739697140832,125.78414602873364,0,0,0,0,0,0,0,0,0,,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,439.808189808175,684.9342029256071,718.8948601697716,763.5604326285915,832.7203446712663,0,0,0,0,0,0,0,0,0,,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,61,Qiangjin Alumimium,Shanxi,Shanxi,H-B,Private,Other,Domestic,1,Fenxi,Shanxi,Fenxi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,61,Qiangjin Alumimium,Shanxi,Shanxi,H-B,Private,Other,Domestic,1,Jiaokou,Shanxi,Jiaokou,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,61,Qiangjin Alumimium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Jiaokou,Shanxi,Jiaokou,,293.59702014995435,291.06492559776416,302.5720605045094,318.52900271473925,341.47061275834494,0,0,0,0,0,0,0,0,0,,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Liulin,Shanxi,Liulin,,2207.076848600046,2188.0421620022353,2274.5455298954903,2394.4997368852605,2566.9602624416543,0,0,0,0,0,0,0,0,0,,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,142.72598599587735,211.81281055584395,195.4344560618303,0,0,0,0,0,0,0,0,0,0,0,,2.586646389,2.741941579,2.951575511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,503.93561125412276,747.866742094156,690.0381972381697,0,0,0,0,0,0,0,0,0,0,0,,2.586646389,2.741941579,2.951575511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,64,Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Pinglu,Shanxi,Pinglu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,
,,,64,Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Xia,Shanxi,Xia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,184.11285037344894,76.21437804898879,85.16453498068776,164.6891617308068,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,13.800359483091153,5.712723542777411,6.3835913438949925,12.344437828451706,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiaokou,Shanxi,Jiaokou,,4591.920148081789,1900.846885085994,2124.0708798250885,4107.4779864005095,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,85.57173300821037,35.42282027879239,39.58266266778066,76.54401606617513,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,458.5010800900092,189.79867284097517,212.08748435975477,410.1297567200258,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,483.35594370281524,200.0874602227365,223.58452488299622,432.36246152593026,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,122.22380538450746,50.59511756656958,56.53670304939652,109.32933802010494,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,674.5297657502024,279.22476061777104,312.0152325827691,603.3676707440643,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,155.68787412592485,64.44772579539496,72.01607804763172,139.26298696393172,0,0,0,0,0,0,0,0,0,0,,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,256.3566431681011,407.6971677547396,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,19.215463924763345,30.559341557933923,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,119.1491097934944,189.48896351187153,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
